Date,Open,High,Low,Close,SharesTraded,Turnover
2021-04-26,,,,12124.45,,
2021-04-28,,,,12264.1,,
2022-02-24,,,,13521.05,,
2022-02-25,,,,13842.8,,
2022-02-28,,,,14042.5,,
2022-03-02,,,,13938.85,,
2022-03-03,,,,13895.65,,
2022-09-26,,,,14236.35,,
2022-09-27,,,,14345.4,,
2022-09-30,,,,14337.4,,
2022-10-03,,,,14138.7,,
2022-10-04,,,,14409.45,,
2022-10-06,,,,14468.8,,
2022-10-07,,,,14429.05,,
2022-10-10,,,,14348.8,,
2022-10-11,,,,14046.7,,
2022-10-12,,,,14192.45,,
2022-10-13,,,,14160.55,,
2022-10-14,,,,14243.7,,
2022-10-17,,,,14282.95,,
2022-10-18,,,,14418.95,,
2022-10-19,,,,14391.45,,
2022-10-20,,,,14511.45,,
2022-10-21,,,,14420.6,,
2022-10-24,,,,14495.7,,
2022-10-25,,,,14454.45,,
2022-10-27,,,,14432.6,,
2022-10-28,,,,14384.85,,
2022-10-31,,,,14532.9,,
2022-11-01,,,,14707.55,,
2022-11-02,,,,14665.2,,
2022-11-03,,,,14637.65,,
2022-11-04,,,,14615.6,,
2022-11-07,,,,14628.4,,
2022-11-09,,,,14569.1,,
2022-11-10,,,,14520.1,,
2022-11-11,,,,14633.95,,
2022-11-14,,,,14614.3,,
2022-11-15,,,,14669.6,,
2022-11-16,,,,14633.6,,
2022-11-17,,,,14542.65,,
2022-11-18,,,,14521.85,,
2022-11-21,,,,14475.6,,
2022-11-22,,,,14519.75,,
2022-11-23,,,,14516.4,,
2022-11-24,,,,14646.0,,
2022-11-25,,,,14690.85,,
2022-11-28,,,,14722.05,,
2022-11-29,,,,14832.45,,
2022-11-30,,,,14912.85,,
2022-12-01,,,,14985.4,,
2022-12-02,,,,14960.55,,
2022-12-05,,,,14939.05,,
2022-12-06,,,,14876.0,,
2022-12-07,,,,14841.85,,
2022-12-08,,,,14833.35,,
2022-12-09,,,,14705.05,,
2022-12-12,,,,14689.45,,
2022-12-13,,,,14715.3,,
2022-12-14,,,,14706.8,,
2022-12-15,,,,14546.1,,
2022-12-16,,,,14386.25,,
2022-12-19,,,,14512.65,,
2022-12-20,,,,14486.2,,
2022-12-21,,,,14470.5,,
2022-12-22,,,,14413.8,,
2022-12-23,,,,14131.1,,
2022-12-26,,,,14232.6,,
2022-12-27,,,,14282.95,,
2022-12-28,,,,14300.8,,
2022-12-29,,,,14253.6,,
2022-12-30,,,,14208.25,,
2023-01-02,,,,14169.65,,
2023-01-03,,,,14207.4,,
2023-01-04,,,,14126.65,,
2023-01-05,,,,14219.05,,
2023-01-06,,,,14109.85,,
2023-01-09,,,,14255.2,,
2023-01-10,,,,14177.5,,
2023-01-11,,,,14079.35,,
2023-01-12,,,,14072.0,,
2023-01-13,,,,14098.9,,
2023-01-16,,,,14127.05,,
2023-01-17,,,,14223.8,,
2023-01-18,,,,14299.05,,
2023-01-19,,,,14231.65,,
2023-01-20,,,,14103.2,,
2023-01-23,,,,14261.55,,
2023-01-24,,,,14277.05,,
2023-01-25,,,,14163.9,,
2023-01-27,,,,14109.3,,
2023-01-30,,,,14146.65,,
2023-01-31,,,,14110.95,,
2023-02-01,,,,14172.35,,
2023-02-02,,,,14249.85,,
2023-02-03,,,,14202.05,,
2023-02-06,,,,14222.0,,
2023-02-07,,,,14144.65,,
2023-02-08,,,,14243.8,,
2023-02-09,,,,14243.65,,
2023-02-10,,,,14197.8,,
2023-02-13,,,,14088.85,,
2023-02-14,,,,14142.6,,
2023-02-15,,,,14238.75,,
2023-02-16,,,,14358.7,,
2023-02-17,,,,14281.95,,
2023-02-20,,,,14298.15,,
2023-02-21,,,,14275.8,,
2023-02-22,,,,14176.7,,
2023-02-23,,,,14141.5,,
2023-02-24,,,,14146.55,,
2023-02-27,,,,13998.45,,
2023-02-28,,,,14025.55,,
2023-03-01,,,,14138.8,,
2023-03-02,,,,14078.95,,
2023-03-03,,,,14110.15,,
2023-03-06,,,,14220.5,,
2023-03-08,,,,14208.1,,
2023-03-09,,,,14101.6,,
2023-03-10,,,,14083.1,,
2023-03-13,,,,13950.75,,
2023-03-14,,,,13855.35,,
2023-03-15,,,,13865.8,,
2023-03-16,,,,13952.1,,
2023-03-17,,,,14006.3,,
2023-03-20,,,,13977.55,,
2023-03-21,,,,13941.05,,
2023-03-22,,,,13964.95,,
2023-03-23,,,,13917.05,,
2023-03-24,,,,13816.15,,
2023-03-27,,,,13811.55,,
2023-03-28,,,,13719.65,,
2023-03-29,,,,13841.05,,
2023-03-31,,,,14014.15,,
2023-04-03,,,,14075.75,,
2023-04-05,,,,14231.3,,
2023-04-06,,,,14216.6,,
2023-04-10,,,,14244.0,,
2023-04-11,,,,14239.15,,
2023-04-12,,,,14382.4,,
2023-04-13,,,,14291.95,,
2023-04-17,,,,14215.1,,
2023-04-18,,,,14265.9,,
2023-04-19,,,,14168.4,,
2023-04-20,,,,14152.45,,
2023-04-21,,,,14233.95,,
2023-04-24,,,,14287.35,,
2023-04-25,,,,14320.15,,
2023-04-26,,,,14373.7,,
2023-04-27,,,,14448.3,,
2023-04-28,,,,14596.3,,
2023-05-02,,,,14644.25,,
2023-05-03,,,,14654.25,,
2023-05-04,,,,14719.0,,
2023-05-05,,,,14716.55,,
2023-05-08,,,,14808.65,,
2023-05-09,,,,14852.5,,
2023-05-10,,,,14895.7,,
2023-05-11,,,,14965.55,,
2023-05-12,,,,14973.25,,
2023-05-15,,,,15050.6,,
2023-05-16,,,,15041.2,,
2023-05-17,,,,14984.05,,
2023-05-18,,,,14877.9,,
2023-05-19,,,,14867.75,,
2023-05-22,,,,15032.0,,
2023-05-23,,,,15023.85,,
2023-05-24,,,,15037.1,,
2023-05-25,,,,15102.85,,
2023-05-26,,,,15211.9,,
2023-05-29,,,,15242.9,,
2023-05-30,,,,15261.5,,
2023-05-31,,,,15285.35,,
2023-06-01,,,,15331.75,,
2023-06-02,,,,15339.95,,
2023-06-05,,,,15301.85,,
2023-06-06,,,,15232.1,,
2023-06-07,,,,15392.65,,
2023-06-08,,,,15248.75,,
2023-06-09,,,,15070.25,,
2023-06-12,,,,15195.5,,
2023-06-13,,,,15339.3,,
2023-06-14,,,,15355.75,,
2023-06-15,,,,15387.45,,
2023-06-16,,,,15432.8,,
2023-06-19,,,,15409.9,,
2023-06-20,,,,15493.65,,
2023-06-21,,,,15483.1,,
2023-06-22,,,,15371.85,,
2023-06-23,,,,15286.2,,
2023-06-26,,,,15364.6,,
2023-06-27,,,,15410.5,,
2023-06-28,,,,15443.0,,
2023-06-30,,,,15648.8,,
2023-07-03,,,,15642.45,,
2023-07-04,,,,15691.05,,
2023-07-05,,,,15941.75,,
2023-07-06,,,,15983.4,,
2023-07-07,,,,15785.45,,
2023-07-10,15820.2,15822.3,15660,15692.4,0,0
2023-07-11,15737.75,15845.4,15691.45,15806.4,0,0
2023-07-12,15849,15849.5,15717.5,15770.7,0,0
2023-07-13,15810.1,15903.1,15734.6,15765.75,0,0
2023-07-14,15832.6,16091.15,15821.2,16066.95,0,0
2023-07-17,16088.7,16187.35,16027.1,16066.75,0,0
2023-07-18,16094.6,16117.8,16030.45,16098.05,0,0
2023-07-19,16137.4,16174.8,16058.75,16121.45,0,0
2023-07-20,16126.9,16186.55,16041.7,16172.15,0,0
2023-07-21,15980.3,16076.8,15923.95,15954.2,0,0
2023-07-24,15976.7,16022.25,15901.15,15916.3,0,0
2023-07-25,15955.7,15955.85,15797.45,15850.95,0,0
2023-07-26,15900.25,15922.6,15855.2,15871.25,0,0
2023-07-27,15889.4,15961,15829.6,15880.95,0,0
2023-07-28,15910.5,15961.1,15870.35,15941.85,0,0
2023-07-31,15917.2,15996.5,15878.7,15980.5,0,0
2023-08-01,16025.15,16074.15,15985.35,16057.05,0,0
2023-08-02,16050.85,16056.6,15879.7,15972.45,0,0
2023-08-03,15946.6,15985.2,15832.2,15892.45,0,0
2023-08-04,15954.2,16043.8,15945,15985.8,0,0
2023-08-07,16014.6,16071.35,15967.95,16065.75,0,0
2023-08-08,16091.05,16119.7,15997.8,16054.85,0,0
2023-08-09,16079.95,16087.75,15988.2,16078.75,0,0
2023-08-10,16071.6,16086,15944.85,15996.15,0,0
2023-08-11,16035.5,16045.25,15920.3,15939.8,0,0
2023-08-14,15915.7,15954.95,15748.55,15938.25,0,0
2023-08-16,15942.35,16002.35,15894.55,15989.55,0,0
2023-08-17,15994.05,15997.05,15867.05,15929.9,0,0
2023-08-18,15883.8,15890.05,15767.75,15807.15,0,0
2023-08-21,15799.85,15916.4,15779.9,15901.15,0,0
2023-08-22,15929.2,15934.95,15867.75,15902.15,0,0
2023-08-23,15959.6,15979.05,15913.8,15923.65,0,0
2023-08-24,15998.5,16022.35,15943.25,15957,0,0
2023-08-25,15911.65,15950.9,15825.9,15854.05,0,0
2023-08-28,15878.55,15893.65,15794.9,15851.1,0,0
2023-08-29,15882.95,15938.4,15876.1,15927.3,0,0
2023-08-30,15994.1,16033.65,15966.4,15980.1,0,0
2023-08-31,16024.4,16044.7,15888.5,15929.5,0,0
2023-09-01,15943.05,16001,15927.7,15992.65,0,0
2023-09-04,16034.6,16101.3,15981.95,16088.25,0,0
2023-09-05,16127.75,16221,16109.35,16209.7,0,0
2023-09-06,16232.7,16305.95,16200.6,16292.9,0,0
2023-09-07,16293.25,16439.25,16267.75,16431.05,0,0
2023-09-08,16455.8,16517.2,16432.3,16495.85,0,0
2023-09-11,16545.6,16601.85,16527.2,16592.75,0,0
2023-09-12,16641.15,16643.3,16397.65,16527.2,0,0
2023-09-13,16515.3,16535.7,16421.6,16524.7,0,0
2023-09-14,16573.8,16646.45,16507.55,16564.8,0,0
2023-09-15,16601.25,16705.85,16586.3,16693.8,0,0
2023-09-18,16700.7,16728.6,16622.6,16704.35,0,0
2023-09-20,16620.65,16730.2,16600,16636.6,0,0
2023-09-21,16614.25,16622.9,16512.95,16568.3,0,0
2023-09-22,16548,16645.2,16492.8,16580.1,0,0
2023-09-25,16580.8,16614.2,16501.45,16549.7,0,0
2023-09-26,16557.15,16597.65,16521.05,16573.8,0,0
2023-09-27,16580.8,16641.95,16507.45,16632.85,0,0
2023-09-28,16639.5,16647.4,16227.8,16264.45,0,0
2023-09-29,16288.3,16452.75,16269.4,16391.8,0,0
2023-10-03,16413.6,16428.55,16313.75,16340.5,0,0
2023-10-04,16310.1,16329.15,16203.4,16318.1,0,0
2023-10-05,16379.45,16398.5,16312.7,16367,0,0
2023-10-06,16440.4,16445.3,16376.35,16424.95,0,0
2023-10-09,16319.45,16446.2,16307.55,16375.95,0,0
2023-10-10,16420.85,16533.7,16395.4,16526.4,0,0
2023-10-11,16588.75,16653.85,16562.35,16577.15,0,0
2023-10-12,16616.8,16624.9,16519.2,16537.5,0,0
2023-10-13,16446.2,16611.55,16444.15,16546.1,0,0
2023-10-16,16532.3,16589.25,16500.75,16557.65,0,0
2023-10-17,16615.25,16654.9,16577.75,16631.6,0,0
2023-10-18,16627,16645.2,16509.4,16524,0,0
2023-10-19,16474.15,16633.35,16447.25,16610.8,0,0
2023-10-20,16536.55,16553.8,16442.7,16462.55,0,0
2023-10-23,16425.15,16470.8,16202.85,16231.35,0,0
2023-10-25,16221.3,16305.05,16105.9,16158.25,0,0
2023-10-26,16062.05,16076.9,15900.05,15926.6,0,0
2023-10-27,15966.35,16133.8,15961.3,16097.25,0,0
2023-10-30,16100.65,16135.5,15987.65,16061.6,0,0
2023-10-31,16117.05,16167.75,16059.7,16114.9,0,0
2023-11-01,16126.85,16162.65,15953.6,15967.2,0,0
2023-11-02,16077.8,16121.25,16037.3,16088.85,0,0
2023-11-03,16178.05,16215.3,16147.65,16192.95,0,0
2023-11-06,16257.25,16363.95,16235.7,16351.8,0,0
2023-11-07,16345.2,16359.65,16307.65,16344.25,0,0
2023-11-08,16398.65,16423.7,16368.5,16409.65,0,0
2023-11-09,16441.3,16442.55,16360.85,16371.85,0,0
2023-11-10,16338.4,16346.4,16275.35,16331.4,0,0
2023-11-12,16450.3,16463.95,16420.7,16434.6,0,0
2023-11-13,16409.95,16424.05,16346.25,16408.15,0,0
2023-11-15,16564.35,16584.1,16473.85,16571.6,0,0
2023-11-16,16612.6,16777.75,16561.3,16717.05,0,0
2023-11-17,16741.05,16892.45,16738.9,16847.75,0,0
2023-11-20,16874.75,16944.8,16839.05,16872.2,0,0
2023-11-21,16928.5,16940.3,16874.05,16898.35,0,0
2023-11-22,16904.9,16972.2,16852.8,16927.1,0,0
2023-11-23,16966.4,17018.4,16933.2,16957.85,0,0
2023-11-24,16969.95,16998.55,16884.5,16899,0,0
2023-11-28,16924.8,16977.6,16862,16961.9,0,0
2023-11-29,17006.2,17111.1,17001,17103.2,0,0
2023-11-30,17127.65,17204,17076.15,17185.2,0,0
2023-12-01,17253.1,17314.45,17219.45,17305.35,0,0
2023-12-04,17446.6,17462.8,17354.65,17395,0,0
2023-12-05,17430.9,17433.2,17293.1,17369.05,0,0
2023-12-06,17429.9,17531.7,17400.65,17466.65,0,0
2023-12-07,17507.25,17510.15,17421.95,17464.55,0,0
2023-12-08,17516.75,17550.5,17369.35,17424.9,0,0
2023-12-11,17446.6,17494.6,17399.7,17481.45,0,0
2023-12-12,17504.45,17584.4,17427.85,17481.4,0,0
2023-12-13,17516.45,17531.1,17338.05,17497.25,0,0
2023-12-14,17628.65,17711.05,17587.15,17680,0,0
2023-12-15,17768.7,17924.2,17743.25,17899.3,0,0
2023-12-18,17891.55,17998.5,17837.2,17915.25,0,0
2023-12-19,17946.85,18059.45,17841.05,18039.85,0,0
2023-12-20,18114.05,18185.75,17637.85,17690.2,0,0
2023-12-21,17578.2,17799.55,17531.15,17763.05,0,0
2023-12-22,17844.15,18036.8,17803.2,18018.3,0,0
2023-12-26,18027.2,18147.1,17987.05,18135.35,0,0
2023-12-27,18175.85,18247.45,18110.15,18233.65,0,0
2023-12-28,18275.35,18439.25,18245.45,18420,0,0
2023-12-29,18420.7,18469.05,18350.6,18453.1,0,0
