Date,Close
1995-01-02,1000.0
1995-01-03,1039.8
1995-01-04,1032.9
1995-01-05,1026.0
1995-01-06,1011.1
1995-01-09,1001.1
1995-01-10,982.12
1995-01-11,982.12
1995-01-12,984.33
1995-01-13,984.33
1995-01-16,1001.5
1995-01-17,1011.8
1995-01-18,1015.0
1995-01-19,1019.8
1995-01-20,1018.3
1995-01-23,996.46
1995-01-24,980.93
1995-01-25,986.37
1995-01-27,997.24
1995-01-30,1019.5
1995-01-31,1032.3
1995-02-01,1041.9
1995-02-02,1047.5
1995-02-03,1054.8
1995-02-06,1047.7
1995-02-07,1038.1
1995-02-08,1032.2
1995-02-09,1021.2
1995-02-10,1016.1
1995-02-13,1010.9
1995-02-14,1009.9
1995-02-15,1006.3
1995-02-16,985.54
1995-02-17,976.72
1995-02-20,968.63
1995-02-21,956.05
1995-02-22,944.7
1995-02-23,970.29
1995-02-24,994.39
1995-02-28,996.79
1995-03-01,1000.3
1995-03-02,1007.8
1995-03-03,1010.0
1995-03-06,1005.7
1995-03-07,1003.7
1995-03-08,990.62
1995-03-09,988.66
1995-03-10,999.91
1995-03-13,986.96
1995-03-14,995.18
1995-03-15,1002.7
1995-03-16,994.21
1995-03-23,971.25
1995-03-24,967.25
1995-03-27,971.87
1995-03-28,974.47
1995-03-29,972.87
1995-03-30,971.82
1995-03-31,967.5
1995-04-03,970.67
1995-04-04,977.84
1995-04-05,987.89
1995-04-06,993.71
1995-04-07,995.1
1995-04-10,992.35
1995-04-17,991.61
1995-04-18,983.96
1995-04-19,970.4
1995-04-20,958.83
1995-04-21,957.74
1995-04-24,949.94
1995-04-25,943.85
1995-04-26,939.37
1995-04-27,930.29
1995-04-28,919.24
1995-05-02,894.68
1995-05-03,893.51
1995-05-04,912.04
1995-05-05,904.28
1995-05-08,931.44
1995-05-09,935.76
1995-05-10,935.81
1995-05-12,923.76
1995-05-15,910.59
1995-05-16,907.29
1995-05-17,915.29
1995-05-18,923.03
1995-05-19,927.72
1995-05-22,913.96
1995-05-23,903.42
1995-05-24,904.56
1995-05-25,902.18
1995-05-26,903.08
1995-05-29,900.62
1995-05-30,902.29
1995-05-31,909.22
1995-06-01,910.24
1995-06-02,916.4
1995-06-05,911.86
1995-06-06,913.26
1995-06-07,916.78
1995-06-08,910.21
1995-06-09,903.62
1995-06-12,896.28
1995-06-13,885.53
1995-06-14,884.34
1995-06-15,880.78
1995-06-16,886.25
1995-06-19,895.0
1995-06-20,896.94
1995-06-21,900.47
1995-06-22,892.37
1995-06-23,886.78
1995-06-26,874.23
1995-06-27,872.24
1995-06-28,871.23
1995-06-29,869.66
1995-06-30,865.5
1995-07-03,850.94
1995-07-04,841.29
1995-07-05,841.66
1995-07-06,840.13
1995-07-07,846.89
1995-07-10,853.94
1995-07-11,865.35
1995-07-12,869.7
1995-07-13,878.58
1995-07-14,894.18
1995-07-17,910.09
1995-07-18,913.35
1995-07-19,909.83
1995-07-20,914.36
1995-07-21,912.07
1995-07-25,917.55
1995-07-26,934.67
1995-07-27,928.88
1995-07-28,909.67
1995-07-31,898.58
1995-08-01,890.05
1995-08-02,900.32
1995-08-03,896.81
1995-08-04,898.89
1995-08-07,895.97
1995-08-08,892.86
1995-08-09,894.03
1995-08-11,894.18
1995-08-14,887.57
1995-08-16,889.01
1995-08-17,887.47
1995-08-21,886.27
1995-08-22,880.0
1995-08-24,869.04
1995-08-25,858.59
1995-08-28,856.15
1995-08-31,851.0
1995-09-01,851.7
1995-09-04,852.03
1995-09-05,849.21
1995-09-06,852.93
1995-09-07,859.28
1995-09-08,861.18
1995-09-11,859.53
1995-09-12,860.31
1995-09-13,854.94
1995-09-14,854.86
