Date,Close,OPEN,High,Low
2005-10-03,1000.0,,,
2005-10-04,1011.4,,,
2005-10-05,1002.06,,,
2005-10-06,987.74,,,
2005-10-07,982.98,,,
2005-10-10,975.74,,,
2005-10-11,974.5,,,
2005-10-13,970.73,,,
2005-10-14,946.65,,,
2005-10-17,935.11,,,
2005-10-18,923.32,,,
2005-10-19,892.91,,,
2005-10-20,868.28,,,
2005-10-21,882.46,,,
2005-10-24,870.82,,,
2005-10-25,873.57,,,
2005-10-26,865.06,,,
2005-10-27,837.26,,,
2005-10-28,821.45,,,
2005-10-31,841.13,,,
2005-11-01,847.88,,,
2005-11-02,852.33,,,
2005-11-07,876.26,,,
2005-11-08,885.58,,,
2005-11-09,885.05,,,
2005-11-10,888.66,,,
2005-11-11,909.98,,,
2005-11-14,916.74,,,
2005-11-16,928.7,,,
2005-11-17,927.63,,,
2005-11-18,929.51,,,
2005-11-21,919.5,,,
2005-11-22,908.81,,,
2005-11-23,909.82,,,
2005-11-24,920.05,,,
2005-11-25,936.27,,,
2005-11-26,949.13,,,
2005-11-28,942.95,,,
2005-11-29,937.97,,,
2005-11-30,928.18,,,
2005-12-01,945.11,,,
2005-12-02,950.03,,,
2005-12-05,943.7,,,
2005-12-06,938.96,,,
2005-12-07,945.51,,,
2005-12-08,951.86,,,
2005-12-09,964.81,,,
2005-12-12,963.39,,,
2005-12-13,967.43,,,
2005-12-14,965.68,,,
2005-12-15,950.12,,,
2005-12-16,955.17,,,
2005-12-19,964.79,,,
2005-12-20,965.76,,,
2005-12-21,960.82,,,
2005-12-22,963.15,,,
2005-12-23,950.2,,,
2005-12-26,930.89,,,
2005-12-27,953.15,,,
2005-12-28,947.06,,,
2005-12-29,950.48,,,
2005-12-30,964.81,,,
2006-01-02,984.62,,,
2006-01-03,1002.63,,,
2006-01-04,1009.06,,,
2006-01-05,1021.51,,,
2006-01-06,1024.61,,,
2006-01-09,1037.9,,,
2006-01-10,1034.45,,,
2006-01-12,1029.3,,,
2006-01-13,1028.34,,,
2006-01-16,1020.42,,,
2006-01-17,1004.42,,,
2006-01-18,1001.08,,,
2006-01-19,1018.12,,,
2006-01-20,1026.8,,,
2006-01-23,1018.78,,,
2006-01-24,1014.78,,,
2006-01-25,1004.74,,,
2006-01-27,1031.68,,,
2006-01-30,1017.04,,,
2006-01-31,1026.6,,,
2006-02-01,1016.95,,,
2006-02-02,1013.91,,,
2006-02-03,1018.15,,,
2006-02-06,1034.64,,,
2006-02-07,1043.68,,,
2006-02-08,1039.49,,,
2006-02-10,1052.4,,,
