Date,Close
2004-01-01,1000.0
2004-01-02,1055.2
2004-01-05,1085.2
2004-01-06,1079.3
2004-01-07,1063.2
2004-01-08,1108.8
2004-01-09,1141.7
2004-01-12,1158.5
2004-01-13,1173.8
2004-01-14,1211.9
2004-01-15,1193.2
2004-01-16,1143.2
2004-01-19,1172.4
2004-01-20,1124.5
2004-01-21,1045.8
2004-01-22,1030.3
2004-01-23,1100.1
2004-01-27,1148.7
2004-01-28,1118.7
2004-01-29,1104.6
2004-01-30,1053.0
2004-02-03,988.43
2004-02-04,1025.7
2004-02-05,1021.7
2004-02-06,1054.3
2004-02-09,1106.5
2004-02-10,1095.1
2004-02-11,1123.6
2004-02-12,1108.8
2004-02-13,1125.5
2004-02-16,1122.3
2004-02-17,1130.8
2004-02-18,1122.0
2004-02-19,1081.6
2004-02-20,1075.8
2004-02-23,1044.8
2004-02-24,1069.5
2004-02-25,1048.7
2004-02-26,1028.2
2004-02-27,1045.5
2004-03-01,1074.3
2004-03-03,1073.9
2004-03-04,1076.2
2004-03-05,1094.7
2004-03-08,1126.2
2004-03-09,1131.0
2004-03-10,1098.3
2004-03-11,1073.8
2004-03-12,1075.8
2004-03-15,1041.6
2004-03-16,1029.5
2004-03-17,1052.4
2004-03-18,1030.1
2004-03-19,1047.6
2004-03-22,1017.2
2004-03-23,1011.1
2004-03-24,1006.2
2004-03-25,1039.2
2004-03-26,1096.3
2004-03-29,1124.3
2004-03-30,1117.8
2004-03-31,1135.5
2004-04-01,1160.9
2004-04-02,1180.1
2004-04-05,1169.7
2004-04-06,1183.9
2004-04-07,1186.0
2004-04-08,1194.4
2004-04-12,1189.1
2004-04-13,1232.1
2004-04-15,1248.9
2004-04-16,1265.8
2004-04-17,1275.4
2004-04-19,1257.8
2004-04-20,1250.8
2004-04-21,1279.5
2004-04-22,1313.2
2004-04-23,1319.6
2004-04-27,1239.1
2004-04-28,1260.0
2004-04-29,1261.7
2004-04-30,1256.2
2004-05-03,1214.8
2004-05-04,1266.2
2004-05-05,1264.4
2004-05-06,1305.0
2004-05-07,1290.8
2004-05-10,1253.9
2004-05-11,1197.1
2004-05-12,1196.0
2004-05-13,1161.8
2004-05-14,978.33
2004-05-17,842.34
2004-05-18,936.57
2004-05-19,1029.2
2004-05-20,1018.6
2004-05-21,1007.9
2004-05-24,1026.5
2004-05-25,1029.4
2004-05-26,1021.6
2004-05-27,1010.5
2004-05-28,934.6
2004-05-31,887.04
2004-06-01,904.84
2004-06-02,929.8
2004-06-03,925.41
2004-06-04,949.56
2004-06-07,958.25
2004-06-08,955.48
2004-06-09,959.47
2004-06-10,943.7
2004-06-11,912.67
2004-06-14,866.97
2004-06-15,886.21
2004-06-16,878.91
2004-06-17,896.53
2004-06-18,882.15
2004-06-21,851.54
2004-06-22,851.19
2004-06-23,828.88
2004-06-24,849.46
2004-06-25,845.83
2004-06-28,873.94
2004-06-29,870.81
2004-06-30,867.34
2004-07-01,893.16
2004-07-02,889.12
2004-07-05,860.06
2004-07-06,873.47
2004-07-07,869.07
2004-07-08,829.04
2004-07-09,842.48
2004-07-12,855.5
2004-07-13,851.6
2004-07-14,858.85
2004-07-15,861.33
2004-07-16,881.3
2004-07-19,887.4
2004-07-20,878.61
2004-07-21,890.57
2004-07-22,930.79
2004-07-23,934.16
2004-07-26,941.77
2004-07-27,895.03
2004-07-28,874.58
2004-07-29,893.74
2004-07-30,886.67
2004-08-02,888.02
2004-08-03,884.88
2004-08-04,878.65
2004-08-05,903.28
2004-08-06,891.88
2004-08-09,909.62
2004-08-10,910.51
2004-08-11,886.44
2004-08-12,874.91
2004-08-13,875.41
2004-08-16,868.48
2004-08-17,869.76
2004-08-18,860.76
2004-08-19,859.24
2004-08-20,851.02
2004-08-23,829.39
2004-08-24,832.92
2004-08-25,850.9
2004-08-26,867.73
2004-08-27,872.22
2004-08-30,894.98
2004-08-31,895.99
2004-09-01,915.86
2004-09-02,914.08
2004-09-03,938.51
2004-09-06,938.71
2004-09-07,949.21
2004-09-08,946.66
2004-09-09,933.9
2004-09-10,938.76
2004-09-13,923.72
2004-09-14,926.16
2004-09-15,924.53
2004-09-16,944.11
2004-09-17,967.13
2004-09-20,960.69
2004-09-21,969.5
2004-09-22,1001.6
2004-09-23,980.74
2004-09-24,975.5
2004-09-27,964.14
2004-09-28,953.01
2004-09-29,962.92
2004-09-30,963.29
2004-10-01,977.41
2004-10-04,981.93
2004-10-05,1011.5
2004-10-06,992.31
2004-10-07,1002.0
2004-10-08,1000.6
2004-10-09,998.53
2004-10-11,989.35
2004-10-12,963.48
2004-10-14,954.53
2004-10-15,950.44
2004-10-18,945.26
2004-10-19,950.28
2004-10-20,943.97
2004-10-21,944.9
2004-10-25,908.27
2004-10-26,928.93
2004-10-27,923.11
2004-10-28,919.21
2004-10-29,922.53
2004-11-01,947.18
2004-11-02,959.05
2004-11-03,995.05
2004-11-04,995.79
2004-11-05,1016.6
2004-11-08,1010.2
2004-11-09,995.23
2004-11-10,1003.1
2004-11-11,999.3
2004-11-12,1000.8
2004-11-16,1033.9
2004-11-17,1069.5
2004-11-18,1100.6
2004-11-19,1082.9
2004-11-22,1084.8
2004-11-23,1093.0
2004-11-24,1098.4
2004-11-25,1103.9
2004-11-29,1127.8
2004-11-30,1144.7
2004-12-01,1180.6
2004-12-02,1263.4
2004-12-03,1264.8
2004-12-06,1252.1
2004-12-07,1239.8
2004-12-08,1261.5
2004-12-09,1277.0
2004-12-10,1258.3
2004-12-13,1254.0
2004-12-14,1269.6
2004-12-15,1266.2
2004-12-16,1255.9
2004-12-17,1243.9
2004-12-20,1256.8
2004-12-21,1289.5
2004-12-22,1287.3
2004-12-23,1335.8
2004-12-24,1321.4
2004-12-27,1329.1
2004-12-28,1339.3
2004-12-29,1341.8
2004-12-30,1347.6
2004-12-31,1393.7
2005-01-03,1411.4
2005-01-04,1420.0
2005-01-05,1351.9
2005-01-06,1314.6
2005-01-07,1326.4
2005-01-10,1295.7
2005-01-11,1250.5
2005-01-12,1197.9
2005-01-13,1265.9
2005-01-14,1242.8
2005-01-17,1274.3
2005-01-18,1267.6
2005-01-19,1254.0
2005-01-20,1239.5
2005-01-24,1217.6
2005-01-25,1248.9
2005-01-27,1250.9
2005-01-28,1310.8
2005-01-31,1340.3
2005-02-01,1330.5
2005-02-02,1350.3
2005-02-03,1366.5
2005-02-04,1352.1
2005-02-07,1337.5
2005-02-08,1329.5
2005-02-09,1356.7
2005-02-10,1357.6
2005-02-11,1360.9
2005-02-14,1369.5
2005-02-15,1359.8
2005-02-16,1355.7
2005-02-17,1347.9
2005-02-18,1345.2
2005-02-21,1338.4
2005-02-22,1385.0
2005-02-23,1382.0
2005-02-24,1390.3
2005-02-25,1383.7
2005-02-28,1444.8
2005-03-01,1431.2
2005-03-02,1463.9
2005-03-03,1475.6
2005-03-04,1484.0
2005-03-07,1544.6
2005-03-08,1552.6
2005-03-09,1543.8
2005-03-10,1581.7
2005-03-11,1574.0
2005-03-14,1562.2
2005-03-15,1544.0
2005-03-16,1540.6
2005-03-17,1516.8
2005-03-18,1509.1
2005-03-21,1512.7
2005-03-22,1449.3
2005-03-23,1378.9
2005-03-24,1387.6
2005-03-28,1396.9
2005-03-29,1350.5
2005-03-30,1384.2
2005-03-31,1398.1
2005-04-01,1423.7
2005-04-04,1419.3
2005-04-05,1375.1
2005-04-06,1374.4
2005-04-07,1382.9
2005-04-08,1373.0
2005-04-11,1355.9
2005-04-12,1364.8
