Date,Open,High,Low,Close,SharesTraded,Turnover
2025-04-25,26391.75,26443.8,25784.5,25998.15,90635922,13180.1
2025-04-28,25976.95,26283.25,25957.35,26261.75,58439936,9528.43
2025-04-29,26299.3,26324.65,26124.2,26212.95,69197991,11090.25
2025-04-30,26228.55,26319.15,26099.9,26230,91672429,14402.55
2025-05-02,26176.35,26407.2,26001,26137.5,76604850,11655.91
2025-05-05,26217.55,26348.2,26211.65,26309.9,61266944,7927.4
2025-05-06,26288.5,26302.15,26141.4,26192.5,70830869,9783.98
2025-05-07,25970.95,26227.35,25966.85,26204.5,68732836,10458.03
2025-05-08,26213.65,26242.4,25735.2,25854,87673956,12601.37
2025-05-09,25517.4,25762.15,25517.4,25718.35,61415061,9456.03
2025-05-12,26015.95,26451.65,25938.85,26436.45,80646969,12403.12
2025-05-13,26474.1,26615.2,26283.1,26328.5,93965466,14425.82
2025-05-14,26365.8,26493.9,26281.3,26449.4,59283337,9693.46
2025-05-15,26506.2,26802.6,26405.45,26786.8,109675788,16282.82
2025-05-16,26831.95,26831.95,26671.7,26739.5,163021306,27204.28
2025-05-19,26774.05,26896.1,26698.45,26745.2,60982670,11387.91
2025-05-20,26850.5,26863.85,26394.7,26421.5,77909791,12557.85
2025-05-21,26496.85,26750.85,26461.25,26636.3,53711841,9446.38
2025-05-22,26585.1,26585.45,26333,26472.9,71274715,10747.5
2025-05-23,26494.6,26652.4,26386.4,26574.05,60262352,8625.95
2025-05-26,26697.2,26786.3,26645.85,26717.55,45843738,7713.57
2025-05-27,26740.4,26745.55,26487.35,26582.05,88386158,12136.75
2025-05-28,26600.5,26612.75,26390.35,26419.15,473885081,26049.37
2025-05-29,26516.3,26557,26452.5,26529.7,89592339,13397.05
2025-05-30,26523.55,26588.8,26388.05,26419.8,135074469,21010.23
2025-06-02,26399.15,26436.05,26287.8,26399.9,80068066,11611.13
2025-06-03,26503.75,26531.65,26299.1,26328.95,74459858,11647.14
2025-06-04,26357.35,26436.9,26294.55,26365.5,60489322,9828.47
2025-06-05,26430.55,26632.4,26399.15,26534.55,81557700,12630.73
2025-06-06,26584.8,26710.3,26481.45,26693.05,66678310,9990.18
2025-06-09,26788.45,26828.15,26724.25,26813.95,57154821,8474.53
2025-06-10,26930.8,26995.6,26812.55,26936.4,75706443,12410.25
2025-06-11,26906.3,26975.55,26877.65,26929.15,88756106,13576
2025-06-12,26977.95,27008.45,26684.9,26728.6,87059643,13350.31
2025-06-13,26332.8,26642.2,26304.6,26612.3,69748211,9882.91
2025-06-16,26581.35,26842.5,26519.5,26823.45,50674807,8593.67
2025-06-17,26850.55,26865.1,26626.35,26653.55,61418283,9848.87
2025-06-18,26613.6,26786.45,26577.25,26601.3,47198367,8198.75
2025-06-19,26592.15,26699.1,26513.55,26566.5,66992005,10494.46
2025-06-20,26564.05,26770.95,26542.2,26747.85,100548836,18168.05
2025-06-23,26577.05,26669.7,26469.55,26581.95,59763036,9622.29
2025-06-24,26786.55,26964.8,26723.4,26754.25,81297683,13045.73
2025-06-25,26845.7,27012.3,26818.25,27003.05,56148699,9430.64
2025-06-26,27008.6,27174.75,26929.25,27152.15,99226273,15754.41
2025-06-27,27239.3,27314.35,27203.65,27251.9,127263509,20160.39
2025-06-30,27275.4,27300.45,27123.9,27188.9,75486119,12875.92
2025-07-01,27254.9,27282.7,27122,27171.95,72904904,12775.7
2025-07-02,27192.15,27218.6,27016.65,27079.8,91651355,14829.51
2025-07-03,27117.5,27185.1,27031.6,27052.55,78516462,13078.89
2025-07-04,27123.3,27165.4,27040.75,27151.85,51408090,8583.97
2025-07-07,27149.1,27185.7,27074.95,27158.5,46830419,8189.69
2025-07-08,27156.65,27189,27061.75,27174.3,63639978,11776.47
2025-07-09,27144.3,27176.5,27091,27147.65,61642025,10360.44
2025-07-10,27153.45,27175.1,26967.45,26980.6,66778663,12063.74
2025-07-11,26883,26997.05,26730.95,26754.95,80123384,14673.6
2025-07-14,26795.75,26800.65,26641,26781.75,72276738,13376.96
