"Date","Open","High","Low","Close"
"25 Jul 2022","-","-","-","1105.31"
"22 Jul 2022","-","-","-","1109.06"
"21 Jul 2022","-","-","-","1103.90"
"20 Jul 2022","-","-","-","1106.69"
"19 Jul 2022","-","-","-","1109.53"
"18 Jul 2022","-","-","-","1105.79"
"15 Jul 2022","-","-","-","1105.30"
"14 Jul 2022","-","-","-","1109.82"
"13 Jul 2022","-","-","-","1101.99"
"12 Jul 2022","-","-","-","1100.73"
"11 Jul 2022","-","-","-","1106.25"
"08 Jul 2022","-","-","-","1106.12"
"07 Jul 2022","-","-","-","1105.55"
"06 Jul 2022","-","-","-","1112.55"
"05 Jul 2022","-","-","-","1101.23"
"04 Jul 2022","-","-","-","1094.92"
"01 Jul 2022","-","-","-","1099.09"
"30 Jun 2022","-","-","-","1105.71"
"29 Jun 2022","-","-","-","1096.87"
"28 Jun 2022","-","-","-","1098.33"
"27 Jun 2022","-","-","-","1097.86"
"24 Jun 2022","-","-","-","1099.26"
"23 Jun 2022","-","-","-","1099.12"
"22 Jun 2022","-","-","-","1102.25"
"21 Jun 2022","-","-","-","1103.09"
"20 Jun 2022","-","-","-","1098.45"
"17 Jun 2022","-","-","-","1100.31"
"16 Jun 2022","-","-","-","1116.15"
"15 Jun 2022","-","-","-","1111.79"
"14 Jun 2022","-","-","-","1128.97"
"13 Jun 2022","-","-","-","1140.98"
"10 Jun 2022","-","-","-","1146.72"
"09 Jun 2022","-","-","-","1148.56"
"08 Jun 2022","-","-","-","1143.62"
"07 Jun 2022","-","-","-","1135.35"
"06 Jun 2022","-","-","-","1131.99"
"03 Jun 2022","-","-","-","1134.42"
"02 Jun 2022","-","-","-","1134.22"
"01 Jun 2022","-","-","-","1130.63"
"31 May 2022","-","-","-","1121.75"
"30 May 2022","-","-","-","1128.47"
"27 May 2022","-","-","-","1123.75"
"26 May 2022","-","-","-","1122.89"
"25 May 2022","-","-","-","1123.21"
"24 May 2022","-","-","-","1127.58"
"23 May 2022","-","-","-","1128.60"
"20 May 2022","-","-","-","1122.20"
"19 May 2022","-","-","-","1113.42"
"18 May 2022","-","-","-","1115.88"
"17 May 2022","-","-","-","1115.97"
"16 May 2022","-","-","-","1100.90"
"13 May 2022","-","-","-","1104.24"
"12 May 2022","-","-","-","1107.60"
"11 May 2022","-","-","-","1111.06"
"10 May 2022","-","-","-","1117.38"
"09 May 2022","-","-","-","1126.04"
"06 May 2022","-","-","-","1137.94"
"05 May 2022","-","-","-","1142.09"
"04 May 2022","-","-","-","1146.31"
"02 May 2022","-","-","-","1147.03"
"29 Apr 2022","-","-","-","1145.47"
"28 Apr 2022","-","-","-","1150.21"
"27 Apr 2022","-","-","-","1150.51"
"26 Apr 2022","-","-","-","1147.04"
"25 Apr 2022","-","-","-","1145.86"
"22 Apr 2022","-","-","-","1140.64"
"21 Apr 2022","-","-","-","1130.37"
"20 Apr 2022","-","-","-","1128.21"
"19 Apr 2022","-","-","-","1123.74"
"18 Apr 2022","-","-","-","1122.92"
"13 Apr 2022","-","-","-","1121.93"
"12 Apr 2022","-","-","-","1119.61"
"11 Apr 2022","-","-","-","1118.23"
"08 Apr 2022","-","-","-","1115.17"
"07 Apr 2022","-","-","-","1117.05"
"06 Apr 2022","-","-","-","1123.75"
"05 Apr 2022","-","-","-","1121.90"
"04 Apr 2022","-","-","-","1116.68"
"01 Apr 2022","-","-","-","1111.23"
"31 Mar 2022","-","-","-","1107.70"
"30 Mar 2022","-","-","-","1111.93"
"29 Mar 2022","-","-","-","1107.12"
"28 Mar 2022","-","-","-","1112.17"
"25 Mar 2022","-","-","-","1095.44"
"24 Mar 2022","-","-","-","1098.45"
"23 Mar 2022","-","-","-","1100.72"
"22 Mar 2022","-","-","-","1093.84"
"21 Mar 2022","-","-","-","1080.15"
"17 Mar 2022","-","-","-","1078.19"
"16 Mar 2022","-","-","-","1092.59"
"15 Mar 2022","-","-","-","1096.05"
"14 Mar 2022","-","-","-","1093.06"
"11 Mar 2022","-","-","-","1093.91"
"10 Mar 2022","-","-","-","1085.11"
"09 Mar 2022","-","-","-","1087.24"
"08 Mar 2022","-","-","-","1088.11"
"07 Mar 2022","-","-","-","1086.53"
"04 Mar 2022","-","-","-","1095.04"
"03 Mar 2022","-","-","-","1097.32"
"02 Mar 2022","-","-","-","1106.51"
"28 Feb 2022","-","-","-","1106.68"
"25 Feb 2022","-","-","-","1105.05"
"24 Feb 2022","-","-","-","1108.16"
"23 Feb 2022","-","-","-","1112.21"
"22 Feb 2022","-","-","-","1106.43"
"21 Feb 2022","-","-","-","1106.05"
"18 Feb 2022","-","-","-","1121.39"
"17 Feb 2022","-","-","-","1124.24"
"16 Feb 2022","-","-","-","1124.34"
"15 Feb 2022","-","-","-","1116.72"
"14 Feb 2022","-","-","-","1113.72"
"11 Feb 2022","-","-","-","1128.92"
"10 Feb 2022","-","-","-","1117.38"
"09 Feb 2022","-","-","-","1120.17"
"08 Feb 2022","-","-","-","1115.12"
"07 Feb 2022","-","-","-","1108.36"
"04 Feb 2022","-","-","-","1110.60"
"03 Feb 2022","-","-","-","1105.10"
"02 Feb 2022","-","-","-","1101.99"
"01 Feb 2022","-","-","-","1102.54"
"31 Jan 2022","-","-","-","1099.25"
"28 Jan 2022","-","-","-","1091.66"
"27 Jan 2022","-","-","-","1092.97"
"25 Jan 2022","-","-","-","1092.12"
"24 Jan 2022","-","-","-","1096.30"
"21 Jan 2022","-","-","-","1104.52"
"20 Jan 2022","-","-","-","1103.73"
"19 Jan 2022","-","-","-","1100.38"
"18 Jan 2022","-","-","-","1104.80"
"17 Jan 2022","-","-","-","1105.54"
"14 Jan 2022","-","-","-","1094.06"
"13 Jan 2022","-","-","-","1095.56"
"12 Jan 2022","-","-","-","1081.35"
"11 Jan 2022","-","-","-","1076.56"
"10 Jan 2022","-","-","-","1070.56"
"07 Jan 2022","-","-","-","1068.87"
"06 Jan 2022","-","-","-","1065.86"
"05 Jan 2022","-","-","-","1056.22"
"04 Jan 2022","-","-","-","1050.76"
"03 Jan 2022","-","-","-","1040.38"
"31 Dec 2021","-","-","-","1039.31"
"30 Dec 2021","-","-","-","1037.12"
"29 Dec 2021","-","-","-","1041.18"
"28 Dec 2021","-","-","-","1042.46"
"27 Dec 2021","-","-","-","1044.34"
"24 Dec 2021","-","-","-","1041.95"
"23 Dec 2021","-","-","-","1038.94"
"22 Dec 2021","-","-","-","1042.40"
"21 Dec 2021","-","-","-","1038.18"
"20 Dec 2021","-","-","-","1029.92"
"17 Dec 2021","-","-","-","1043.39"
"16 Dec 2021","-","-","-","1054.37"
"15 Dec 2021","-","-","-","1058.99"
"14 Dec 2021","-","-","-","1058.41"
"13 Dec 2021","-","-","-","1057.11"
"10 Dec 2021","-","-","-","1053.48"
"09 Dec 2021","-","-","-","1056.12"
"08 Dec 2021","-","-","-","1051.33"
"07 Dec 2021","-","-","-","1043.53"
"06 Dec 2021","-","-","-","1054.70"
"03 Dec 2021","-","-","-","1059.90"
"02 Dec 2021","-","-","-","1053.99"
"01 Dec 2021","-","-","-","1049.37"
"30 Nov 2021","-","-","-","1044.96"
"29 Nov 2021","-","-","-","1054.94"
"26 Nov 2021","-","-","-","1061.03"
"25 Nov 2021","-","-","-","1066.62"
"24 Nov 2021","-","-","-","1061.39"
"23 Nov 2021","-","-","-","1063.01"
"22 Nov 2021","-","-","-","1057.66"
"18 Nov 2021","-","-","-","1060.15"
"17 Nov 2021","-","-","-","1060.16"
"16 Nov 2021","-","-","-","1067.78"
"15 Nov 2021","-","-","-","1073.22"
"12 Nov 2021","-","-","-","1064.75"
"11 Nov 2021","-","-","-","1060.87"
"10 Nov 2021","-","-","-","1063.12"
"09 Nov 2021","-","-","-","1059.66"
"08 Nov 2021","-","-","-","1052.26"
"04 Nov 2021","-","-","-","1050.18"
"03 Nov 2021","-","-","-","1045.49"
"02 Nov 2021","-","-","-","1045.00"
"01 Nov 2021","-","-","-","1042.10"
"29 Oct 2021","-","-","-","1043.91"
"28 Oct 2021","-","-","-","1045.69"
"27 Oct 2021","-","-","-","1046.47"
"26 Oct 2021","-","-","-","1037.67"
"25 Oct 2021","-","-","-","1031.67"
"22 Oct 2021","-","-","-","1032.57"
"21 Oct 2021","-","-","-","1035.20"
"20 Oct 2021","-","-","-","1037.14"
"19 Oct 2021","-","-","-","1038.63"
"18 Oct 2021","-","-","-","1040.69"
"14 Oct 2021","-","-","-","1034.45"
"13 Oct 2021","-","-","-","1027.61"
"12 Oct 2021","-","-","-","1020.71"
"11 Oct 2021","-","-","-","1020.70"
"08 Oct 2021","-","-","-","1020.55"
"07 Oct 2021","-","-","-","1017.68"
"06 Oct 2021","-","-","-","1019.31"
"05 Oct 2021","-","-","-","1019.73"
"04 Oct 2021","-","-","-","1020.81"
"01 Oct 2021","-","-","-","1014.11"
"30 Sep 2021","-","-","-","1007.90"
"29 Sep 2021","-","-","-","1000.34"
"28 Sep 2021","-","-","-","987.84"
"27 Sep 2021","-","-","-","984.38"
"24 Sep 2021","-","-","-","988.59"
"23 Sep 2021","-","-","-","995.17"
"22 Sep 2021","-","-","-","999.44"
"21 Sep 2021","-","-","-","993.71"
"20 Sep 2021","-","-","-","987.82"
"17 Sep 2021","-","-","-","1009.35"
"16 Sep 2021","-","-","-","1018.89"
"15 Sep 2021","-","-","-","1017.48"
"14 Sep 2021","-","-","-","1036.64"
"13 Sep 2021","-","-","-","1039.08"
"09 Sep 2021","-","-","-","1031.72"
"08 Sep 2021","-","-","-","1030.22"
"07 Sep 2021","-","-","-","1029.63"
"06 Sep 2021","-","-","-","1019.86"
"03 Sep 2021","-","-","-","1016.06"
"02 Sep 2021","-","-","-","1015.05"
"01 Sep 2021","-","-","-","1009.51"
"31 Aug 2021","-","-","-","1006.28"
"30 Aug 2021","-","-","-","1002.69"
"27 Aug 2021","-","-","-","996.88"
"26 Aug 2021","-","-","-","987.89"
"25 Aug 2021","-","-","-","992.40"
"24 Aug 2021","-","-","-","993.34"
"23 Aug 2021","-","-","-","989.38"
"20 Aug 2021","-","-","-","990.72"
"18 Aug 2021","-","-","-","1001.88"
"17 Aug 2021","-","-","-","1003.32"
"16 Aug 2021","-","-","-","1010.48"
"13 Aug 2021","-","-","-","1010.66"
"12 Aug 2021","-","-","-","1006.22"
"11 Aug 2021","-","-","-","1008.26"
"10 Aug 2021","-","-","-","1017.58"
"09 Aug 2021","-","-","-","1024.85"
"06 Aug 2021","-","-","-","1028.08"
"05 Aug 2021","-","-","-","1023.83"
"04 Aug 2021","-","-","-","1025.89"
"03 Aug 2021","-","-","-","1033.79"
"02 Aug 2021","-","-","-","1031.60"
"30 Jul 2021","-","-","-","1022.90"
"29 Jul 2021","-","-","-","1020.88"
"28 Jul 2021","-","-","-","1017.10"
"27 Jul 2021","-","-","-","1017.67"
"26 Jul 2021","-","-","-","1014.63"
"23 Jul 2021","-","-","-","1014.79"
"22 Jul 2021","-","-","-","1011.18"
"20 Jul 2021","-","-","-","1016.77"
"19 Jul 2021","-","-","-","1013.46"
"16 Jul 2021","-","-","-","1005.98"
"15 Jul 2021","-","-","-","1002.24"
"14 Jul 2021","-","-","-","1004.43"
"13 Jul 2021","-","-","-","1003.66"
"12 Jul 2021","-","-","-","1001.64"
"09 Jul 2021","-","-","-","999.93"
"08 Jul 2021","-","-","-","998.83"
"07 Jul 2021","-","-","-","997.08"
"06 Jul 2021","-","-","-","996.64"
"05 Jul 2021","-","-","-","996.84"
"02 Jul 2021","-","-","-","995.19"
"01 Jul 2021","-","-","-","991.67"
"30 Jun 2021","-","-","-","995.61"
"29 Jun 2021","-","-","-","992.95"
"28 Jun 2021","-","-","-","985.96"
"25 Jun 2021","-","-","-","992.80"
"24 Jun 2021","-","-","-","987.95"
"23 Jun 2021","-","-","-","988.70"
"22 Jun 2021","-","-","-","990.07"
"21 Jun 2021","-","-","-","986.44"
"18 Jun 2021","-","-","-","982.21"
"17 Jun 2021","-","-","-","989.96"
"16 Jun 2021","-","-","-","992.59"
"15 Jun 2021","-","-","-","1005.67"
"14 Jun 2021","-","-","-","1003.27"
"11 Jun 2021","-","-","-","1008.99"
"10 Jun 2021","-","-","-","1002.60"
"09 Jun 2021","-","-","-","990.81"
"08 Jun 2021","-","-","-","984.41"
"07 Jun 2021","-","-","-","977.91"
"04 Jun 2021","-","-","-","972.80"
"03 Jun 2021","-","-","-","967.92"
"02 Jun 2021","-","-","-","962.94"
"01 Jun 2021","-","-","-","962.18"
"31 May 2021","-","-","-","966.24"
"28 May 2021","-","-","-","967.27"
"27 May 2021","-","-","-","966.17"
"26 May 2021","-","-","-","960.91"
"25 May 2021","-","-","-","961.66"
"24 May 2021","-","-","-","960.31"
"21 May 2021","-","-","-","971.13"
"20 May 2021","-","-","-","973.86"
"19 May 2021","-","-","-","972.10"
"18 May 2021","-","-","-","973.27"
"17 May 2021","-","-","-","961.96"
"14 May 2021","-","-","-","962.12"
"12 May 2021","-","-","-","959.99"
"11 May 2021","-","-","-","957.58"
"10 May 2021","-","-","-","957.06"
"07 May 2021","-","-","-","953.10"
"06 May 2021","-","-","-","954.73"
"05 May 2021","-","-","-","958.88"
"04 May 2021","-","-","-","965.27"
"03 May 2021","-","-","-","963.77"
"30 Apr 2021","-","-","-","960.70"
"29 Apr 2021","-","-","-","955.32"
"28 Apr 2021","-","-","-","955.62"
"27 Apr 2021","-","-","-","953.51"
"26 Apr 2021","-","-","-","957.13"
"23 Apr 2021","-","-","-","958.29"
"22 Apr 2021","-","-","-","957.18"
"20 Apr 2021","-","-","-","957.31"
"19 Apr 2021","-","-","-","951.02"
"16 Apr 2021","-","-","-","954.93"
"15 Apr 2021","-","-","-","950.63"
"13 Apr 2021","-","-","-","951.98"
"12 Apr 2021","-","-","-","953.91"
"09 Apr 2021","-","-","-","962.82"
"08 Apr 2021","-","-","-","960.77"
"07 Apr 2021","-","-","-","967.88"
"06 Apr 2021","-","-","-","975.59"
"05 Apr 2021","-","-","-","978.20"
"01 Apr 2021","-","-","-","998.13"
"31 Mar 2021","-","-","-","996.03"
"30 Mar 2021","-","-","-","995.31"
"26 Mar 2021","-","-","-","992.62"
"25 Mar 2021","-","-","-","982.06"
"24 Mar 2021","-","-","-","986.54"
"23 Mar 2021","-","-","-","987.51"
"22 Mar 2021","-","-","-","994.96"
"19 Mar 2021","-","-","-","997.19"
"18 Mar 2021","-","-","-","1003.41"
"17 Mar 2021","-","-","-","1009.51"
"16 Mar 2021","-","-","-","1016.46"
"15 Mar 2021","-","-","-","1006.35"
"12 Mar 2021","-","-","-","1002.62"
"10 Mar 2021","-","-","-","993.56"
"09 Mar 2021","-","-","-","992.69"
"08 Mar 2021","-","-","-","979.28"
"05 Mar 2021","-","-","-","973.02"
"04 Mar 2021","-","-","-","979.88"
"03 Mar 2021","-","-","-","976.10"
"02 Mar 2021","-","-","-","979.43"
"01 Mar 2021","-","-","-","976.23"
"26 Feb 2021","-","-","-","970.04"
"25 Feb 2021","-","-","-","973.40"
"24 Feb 2021","-","-","-","985.70"
"23 Feb 2021","-","-","-","973.14"
"22 Feb 2021","-","-","-","977.34"
"19 Feb 2021","-","-","-","1007.67"
"18 Feb 2021","-","-","-","1010.50"
"17 Feb 2021","-","-","-","1010.34"
"16 Feb 2021","-","-","-","1019.69"
"15 Feb 2021","-","-","-","1023.62"
"12 Feb 2021","-","-","-","1019.62"
"11 Feb 2021","-","-","-","1016.96"
"10 Feb 2021","-","-","-","1020.58"
"09 Feb 2021","-","-","-","1021.09"
"08 Feb 2021","-","-","-","1025.66"
"05 Feb 2021","-","-","-","1032.19"
"04 Feb 2021","-","-","-","1038.44"
"03 Feb 2021","-","-","-","1043.97"
"02 Feb 2021","-","-","-","1041.07"
"01 Feb 2021","-","-","-","1025.81"
"29 Jan 2021","-","-","-","1029.40"
"28 Jan 2021","-","-","-","1028.75"
"27 Jan 2021","-","-","-","1021.66"
"25 Jan 2021","-","-","-","1026.83"
"22 Jan 2021","-","-","-","1025.91"
"21 Jan 2021","-","-","-","1029.69"
"20 Jan 2021","-","-","-","1034.98"
"19 Jan 2021","-","-","-","1035.41"
"18 Jan 2021","-","-","-","1028.43"
"15 Jan 2021","-","-","-","1019.25"
"14 Jan 2021","-","-","-","1016.25"
"13 Jan 2021","-","-","-","1017.83"
"12 Jan 2021","-","-","-","1020.64"
"11 Jan 2021","-","-","-","1011.53"
"08 Jan 2021","-","-","-","1009.96"
"07 Jan 2021","-","-","-","998.21"
"06 Jan 2021","-","-","-","999.53"
"05 Jan 2021","-","-","-","1002.76"
"04 Jan 2021","-","-","-","1003.14"
"01 Jan 2021","-","-","-","982.06"
"31 Dec 2020","-","-","-","960.90"
"30 Dec 2020","-","-","-","980.15"
"29 Dec 2020","-","-","-","983.66"
"28 Dec 2020","-","-","-","981.30"
"24 Dec 2020","-","-","-","974.68"
"23 Dec 2020","-","-","-","974.95"
"22 Dec 2020","-","-","-","990.31"
"21 Dec 2020","-","-","-","985.00"
"18 Dec 2020","-","-","-","997.99"
"17 Dec 2020","-","-","-","970.43"
"16 Dec 2020","-","-","-","969.80"
"15 Dec 2020","-","-","-","964.03"
"14 Dec 2020","-","-","-","964.97"
"11 Dec 2020","-","-","-","969.12"
"10 Dec 2020","-","-","-","959.26"
"09 Dec 2020","-","-","-","953.28"
"08 Dec 2020","-","-","-","950.52"
"07 Dec 2020","-","-","-","951.60"
"04 Dec 2020","-","-","-","955.83"
"03 Dec 2020","-","-","-","950.66"
"02 Dec 2020","-","-","-","940.10"
"01 Dec 2020","-","-","-","948.43"
"27 Nov 2020","-","-","-","948.36"
"26 Nov 2020","-","-","-","953.94"
"25 Nov 2020","-","-","-","951.79"
"24 Nov 2020","-","-","-","955.80"
"23 Nov 2020","-","-","-","946.08"
"20 Nov 2020","-","-","-","957.11"
"19 Nov 2020","-","-","-","961.88"
"18 Nov 2020","-","-","-","957.51"
"17 Nov 2020","-","-","-","956.63"
"14 Nov 2020","-","-","-","956.22"
"13 Nov 2020","-","-","-","938.99"
"12 Nov 2020","-","-","-","932.53"
"11 Nov 2020","-","-","-","926.04"
"10 Nov 2020","-","-","-","923.46"
"09 Nov 2020","-","-","-","898.79"
"06 Nov 2020","-","-","-","904.00"
"05 Nov 2020","-","-","-","900.95"
"04 Nov 2020","-","-","-","889.33"
"03 Nov 2020","-","-","-","894.53"
"02 Nov 2020","-","-","-","903.29"
"30 Oct 2020","-","-","-","900.30"
"29 Oct 2020","-","-","-","896.18"
"28 Oct 2020","-","-","-","900.22"
"27 Oct 2020","-","-","-","899.19"
"26 Oct 2020","-","-","-","893.56"
"23 Oct 2020","-","-","-","892.05"
"22 Oct 2020","-","-","-","889.34"
"21 Oct 2020","-","-","-","893.67"
"20 Oct 2020","-","-","-","885.64"
"19 Oct 2020","-","-","-","884.84"
"16 Oct 2020","-","-","-","878.93"
"15 Oct 2020","-","-","-","882.43"
"14 Oct 2020","-","-","-","882.34"
"13 Oct 2020","-","-","-","878.56"
"12 Oct 2020","-","-","-","872.22"
"09 Oct 2020","-","-","-","875.84"
"08 Oct 2020","-","-","-","875.69"
"07 Oct 2020","-","-","-","875.43"
"06 Oct 2020","-","-","-","878.26"
"05 Oct 2020","-","-","-","879.19"
"01 Oct 2020","-","-","-","875.30"
"30 Sep 2020","-","-","-","873.44"
"29 Sep 2020","-","-","-","874.32"
"28 Sep 2020","-","-","-","876.64"
"25 Sep 2020","-","-","-","869.22"
"24 Sep 2020","-","-","-","867.80"
"23 Sep 2020","-","-","-","879.37"
"22 Sep 2020","-","-","-","876.34"
"21 Sep 2020","-","-","-","880.49"
"18 Sep 2020","-","-","-","877.60"
"17 Sep 2020","-","-","-","879.23"
"16 Sep 2020","-","-","-","892.10"
"15 Sep 2020","-","-","-","893.95"
"14 Sep 2020","-","-","-","891.46"
"11 Sep 2020","-","-","-","890.43"
"10 Sep 2020","-","-","-","886.23"
"09 Sep 2020","-","-","-","888.29"
"08 Sep 2020","-","-","-","878.51"
"07 Sep 2020","-","-","-","888.92"
"04 Sep 2020","-","-","-","889.77"
"03 Sep 2020","-","-","-","889.83"
"02 Sep 2020","-","-","-","887.75"
"01 Sep 2020","-","-","-","884.36"
"31 Aug 2020","-","-","-","891.40"
"28 Aug 2020","-","-","-","893.22"
"27 Aug 2020","-","-","-","896.41"
"26 Aug 2020","-","-","-","892.82"
"25 Aug 2020","-","-","-","890.09"
"24 Aug 2020","-","-","-","890.76"
"21 Aug 2020","-","-","-","904.84"
"20 Aug 2020","-","-","-","899.67"
"19 Aug 2020","-","-","-","897.03"
"18 Aug 2020","-","-","-","902.47"
"17 Aug 2020","-","-","-","902.23"
"14 Aug 2020","-","-","-","904.75"
"13 Aug 2020","-","-","-","900.00"
"12 Aug 2020","-","-","-","913.37"
"11 Aug 2020","-","-","-","916.67"
"10 Aug 2020","-","-","-","927.09"
"07 Aug 2020","-","-","-","943.93"
"06 Aug 2020","-","-","-","948.16"
"05 Aug 2020","-","-","-","941.15"
"04 Aug 2020","-","-","-","920.37"
"03 Aug 2020","-","-","-","929.31"
"31 Jul 2020","-","-","-","942.66"
"30 Jul 2020","-","-","-","944.78"
"29 Jul 2020","-","-","-","946.13"
"28 Jul 2020","-","-","-","956.26"
"27 Jul 2020","-","-","-","955.08"
"24 Jul 2020","-","-","-","947.14"
"23 Jul 2020","-","-","-","934.34"
"22 Jul 2020","-","-","-","926.34"
"21 Jul 2020","-","-","-","917.95"
"20 Jul 2020","-","-","-","914.83"
"17 Jul 2020","-","-","-","910.72"
"16 Jul 2020","-","-","-","899.96"
"15 Jul 2020","-","-","-","894.10"
"14 Jul 2020","-","-","-","890.55"
"13 Jul 2020","-","-","-","891.76"
"10 Jul 2020","-","-","-","887.52"
"09 Jul 2020","-","-","-","906.53"
"08 Jul 2020","-","-","-","911.62"
"07 Jul 2020","-","-","-","912.75"
"06 Jul 2020","-","-","-","901.86"
"03 Jul 2020","-","-","-","890.83"
"02 Jul 2020","-","-","-","889.01"
"01 Jul 2020","-","-","-","885.68"
"30 Jun 2020","-","-","-","884.18"
"29 Jun 2020","-","-","-","884.64"
"26 Jun 2020","-","-","-","880.46"
"25 Jun 2020","-","-","-","886.56"
"24 Jun 2020","-","-","-","881.33"
"23 Jun 2020","-","-","-","888.77"
"22 Jun 2020","-","-","-","891.24"
"19 Jun 2020","-","-","-","889.60"
"18 Jun 2020","-","-","-","883.91"
"17 Jun 2020","-","-","-","881.81"
"16 Jun 2020","-","-","-","866.97"
"15 Jun 2020","-","-","-","861.00"
"12 Jun 2020","-","-","-","860.20"
"11 Jun 2020","-","-","-","863.33"
"10 Jun 2020","-","-","-","870.86"
"09 Jun 2020","-","-","-","879.89"
"08 Jun 2020","-","-","-","867.42"
"05 Jun 2020","-","-","-","877.12"
"04 Jun 2020","-","-","-","877.91"
"03 Jun 2020","-","-","-","868.20"
"02 Jun 2020","-","-","-","853.41"
"01 Jun 2020","-","-","-","840.58"
"29 May 2020","-","-","-","840.68"
"28 May 2020","-","-","-","842.24"
"27 May 2020","-","-","-","841.39"
"26 May 2020","-","-","-","838.72"
"22 May 2020","-","-","-","844.70"
"21 May 2020","-","-","-","835.55"
"20 May 2020","-","-","-","829.33"
"19 May 2020","-","-","-","832.95"
"18 May 2020","-","-","-","830.03"
"15 May 2020","-","-","-","832.15"
"14 May 2020","-","-","-","823.94"
"13 May 2020","-","-","-","836.71"
"12 May 2020","-","-","-","842.46"
"11 May 2020","-","-","-","844.93"
"08 May 2020","-","-","-","851.14"
"07 May 2020","-","-","-","849.72"
"06 May 2020","-","-","-","855.43"
"05 May 2020","-","-","-","858.43"
"04 May 2020","-","-","-","854.51"
"30 Apr 2020","-","-","-","860.01"
"29 Apr 2020","-","-","-","863.59"
"28 Apr 2020","-","-","-","865.85"
"27 Apr 2020","-","-","-","858.05"
"24 Apr 2020","-","-","-","853.68"
"23 Apr 2020","-","-","-","856.12"
"22 Apr 2020","-","-","-","848.05"
"21 Apr 2020","-","-","-","840.06"
"20 Apr 2020","-","-","-","856.35"
"17 Apr 2020","-","-","-","822.02"
"16 Apr 2020","-","-","-","805.02"
"15 Apr 2020","-","-","-","804.58"
"13 Apr 2020","-","-","-","770.70"
"09 Apr 2020","-","-","-","772.70"
"08 Apr 2020","-","-","-","765.78"
"07 Apr 2020","-","-","-","772.79"
"03 Apr 2020","-","-","-","753.29"
"01 Apr 2020","-","-","-","760.36"
"31 Mar 2020","-","-","-","762.27"
"30 Mar 2020","-","-","-","775.26"
"27 Mar 2020","-","-","-","792.44"
"26 Mar 2020","-","-","-","801.67"
"25 Mar 2020","-","-","-","745.12"
"24 Mar 2020","-","-","-","737.51"
"23 Mar 2020","-","-","-","757.56"
"20 Mar 2020","-","-","-","841.24"
"19 Mar 2020","-","-","-","840.06"
"18 Mar 2020","-","-","-","874.01"
"17 Mar 2020","-","-","-","895.12"
"16 Mar 2020","-","-","-","913.20"
"13 Mar 2020","-","-","-","923.46"
"12 Mar 2020","-","-","-","956.63"
"11 Mar 2020","-","-","-","1005.03"
"09 Mar 2020","-","-","-","996.01"
"06 Mar 2020","-","-","-","1019.03"
"05 Mar 2020","-","-","-","1030.16"
"04 Mar 2020","-","-","-","1021.57"
"03 Mar 2020","-","-","-","1023.51"
"02 Mar 2020","-","-","-","1017.47"
"28 Feb 2020","-","-","-","1004.97"
"27 Feb 2020","-","-","-","998.53"
"26 Feb 2020","-","-","-","1002.55"
"25 Feb 2020","-","-","-","991.24"
"24 Feb 2020","-","-","-","987.18"
"20 Feb 2020","-","-","-","997.66"
"19 Feb 2020","-","-","-","1002.88"
"18 Feb 2020","-","-","-","997.53"
"17 Feb 2020","-","-","-","1008.04"
"14 Feb 2020","-","-","-","1015.81"
"13 Feb 2020","-","-","-","1019.00"
"12 Feb 2020","-","-","-","1016.12"
"11 Feb 2020","-","-","-","1027.05"
"10 Feb 2020","-","-","-","1021.09"
"07 Feb 2020","-","-","-","1023.20"
"06 Feb 2020","-","-","-","1019.59"
"05 Feb 2020","-","-","-","1000.49"
"04 Feb 2020","-","-","-","1000.10"
"03 Feb 2020","-","-","-","991.08"
"01 Feb 2020","-","-","-","994.71"
"31 Jan 2020","-","-","-","1007.30"
"30 Jan 2020","-","-","-","1009.25"
"29 Jan 2020","-","-","-","1008.97"
"28 Jan 2020","-","-","-","1012.40"
"27 Jan 2020","-","-","-","1007.04"
"24 Jan 2020","-","-","-","1029.25"
"23 Jan 2020","-","-","-","1028.07"
"22 Jan 2020","-","-","-","1025.40"
"21 Jan 2020","-","-","-","1020.60"
"20 Jan 2020","-","-","-","1019.45"
"17 Jan 2020","-","-","-","1018.61"
"16 Jan 2020","-","-","-","999.97"
"15 Jan 2020","-","-","-","1006.73"
"14 Jan 2020","-","-","-","1014.31"
"13 Jan 2020","-","-","-","1025.38"
"10 Jan 2020","-","-","-","1025.53"
"09 Jan 2020","-","-","-","1028.45"
"08 Jan 2020","-","-","-","1029.96"
"07 Jan 2020","-","-","-","1032.44"
"06 Jan 2020","-","-","-","1034.56"
"03 Jan 2020","-","-","-","1035.77"
"02 Jan 2020","-","-","-","1031.81"
"01 Jan 2020","-","-","-","1035.39"
"31 Dec 2019","-","-","-","1028.76"
"30 Dec 2019","-","-","-","1025.97"
"27 Dec 2019","-","-","-","1023.06"
"26 Dec 2019","-","-","-","1018.17"
"24 Dec 2019","-","-","-","1012.24"
"23 Dec 2019","-","-","-","1014.68"
"20 Dec 2019","-","-","-","1014.11"
"19 Dec 2019","-","-","-","1011.70"
"18 Dec 2019","-","-","-","1015.74"
"17 Dec 2019","-","-","-","1014.38"
"16 Dec 2019","-","-","-","1013.67"
"13 Dec 2019","-","-","-","1015.86"
"12 Dec 2019","-","-","-","1011.23"
"11 Dec 2019","-","-","-","1011.82"
"10 Dec 2019","-","-","-","1011.80"
