Date,Close,Unnamed: 5,Unnamed: 6
2005-04-01,1000.0,,
2005-04-04,1000.6,,
2005-04-05,989.23,,
2005-04-06,991.37,,
2005-04-07,993.32,,
2005-04-08,986.38,,
2005-04-11,977.88,,
2005-04-12,986.03,,
2005-04-13,988.83,,
2005-04-15,973.96,,
2005-04-18,965.94,,
2005-04-19,958.96,,
2005-04-20,969.82,,
2005-04-21,986.8,,
2005-04-22,993.59,,
2005-04-25,996.16,,
2005-04-26,994.3,,
2005-04-27,983.91,,
2005-04-28,979.94,,
2005-04-29,962.49,,
2005-05-02,961.44,,
2005-05-03,966.9,,
2005-05-04,977.33,,
2005-05-05,985.79,,
2005-05-06,988.05,,
2005-05-09,1002.3,,
2005-05-10,1002.5,,
2005-05-11,996.92,,
2005-05-12,1002.2,,
2005-05-13,1004.0,,
2005-05-16,1012.8,,
2005-05-17,1002.3,,
2005-05-18,999.96,,
2005-05-19,1006.9,,
2005-05-20,1006.5,,
2005-05-23,1009.0,,
2005-05-24,1015.0,,
2005-05-25,1023.7,,
2005-05-26,1028.1,,
2005-05-27,1030.7,,
2005-05-30,1026.6,,
2005-05-31,1034.3,,
2005-06-01,1040.3,,
2005-06-02,1037.1,,
2005-06-03,1047.0,,
2005-06-04,1052.6,,
2005-06-06,1050.9,,
2005-06-07,1050.3,,
2005-06-08,1055.7,,
2005-06-09,1054.1,,
2005-06-10,1047.5,,
2005-06-13,1052.8,,
2005-06-14,1054.3,,
2005-06-15,1056.7,,
2005-06-16,1051.4,,
2005-06-17,1044.6,,
2005-06-20,1041.0,,
2005-06-21,1052.3,,
2005-06-22,1056.1,,
2005-06-23,1063.9,,
2005-06-24,1073.0,,
2005-06-27,1071.8,,
2005-06-28,1054.2,,
2005-06-29,1059.9,,
2005-06-30,1062.4,,
2005-07-01,1078.5,,
2005-07-04,1089.7,,
2005-07-05,1086.7,,
2005-07-06,1101.0,,
2005-07-07,1088.6,,
2005-07-08,1106.7,,
2005-07-11,1127.5,,
2005-07-12,1131.0,,
2005-07-13,1127.2,,
2005-07-14,1116.8,,
2005-07-15,1127.1,,
2005-07-18,1147.6,,
2005-07-19,1154.2,,
2005-07-20,1161.0,,
2005-07-21,1149.4,,
2005-07-22,1157.6,,
2005-07-25,1158.7,,
2005-07-26,1158.1,,
2005-07-27,1158.0,,
2005-07-29,1143.9,,
2005-08-01,1159.4,,
2005-08-02,1179.1,,
2005-08-03,1183.2,,
2005-08-04,1193.7,,
2005-08-05,1195.4,,
2005-08-08,1173.8,,
2005-08-09,1172.9,,
2005-08-10,1200.1,,
2005-08-11,1208.5,,
2005-08-12,1211.6,,
2005-08-16,1211.4,,
2005-08-17,1218.2,,
2005-08-18,1212.8,,
2005-08-19,1210.8,,
2005-08-22,1200.6,,
2005-08-23,1179.2,,
2005-08-24,1169.6,,
2005-08-25,1173.4,,
2005-08-26,1191.2,,
2005-08-29,1186.6,,
2005-08-30,1203.0,,
2005-08-31,1211.0,,
2005-09-01,1220.0,,
2005-09-02,1224.5,,
2005-09-05,1227.2,,
2005-09-06,1230.7,,
2005-09-08,1241.4,,
2005-09-09,1240.1,,
2005-09-12,1251.8,,
2005-09-13,1264.7,,
2005-09-14,1257.9,,
2005-09-15,1268.7,,
2005-09-16,1275.0,,
2005-09-19,1289.0,,
2005-09-20,1282.5,,
2005-09-21,1266.3,,
2005-09-22,1219.0,,
2005-09-23,1227.4,,
2005-09-26,1262.4,,
2005-09-27,1267.8,,
2005-09-28,1271.5,,
2005-09-29,1266.4,,
2005-09-30,1274.7,,
2005-10-03,1287.5,,
2005-10-04,1299.6,,
2005-10-05,1291.5,,
2005-10-06,1273.0,,
2005-10-07,1269.8,,
2005-10-10,1262.9,,
2005-10-11,1264.5,,
2005-10-13,1248.4,,
2005-10-14,1226.9,,
2005-10-17,1222.1,,
2005-10-18,1217.1,,
2005-10-19,1191.5,,
2005-10-20,1177.8,,
2005-10-21,1195.3,,
2005-10-24,1180.4,,
2005-10-25,1189.9,,
2005-10-26,1187.3,,
2005-10-27,1165.8,,
2005-10-28,1150.3,,
2005-10-31,1175.7,,
2005-11-01,1182.4,,
2005-11-02,1198.9,,
2005-11-07,1218.0,,
2005-11-08,1231.7,,
2005-11-09,1227.6,,
2005-11-10,1231.1,,
2005-11-11,1246.7,,
2005-11-14,1249.2,,
2005-11-16,1258.5,,
2005-11-17,1266.1,,
2005-11-18,1277.4,,
2005-11-21,1272.6,,
2005-11-22,1271.6,,
2005-11-23,1283.0,,
2005-11-24,1298.1,,
2005-11-25,1319.2,,
2005-11-26,1336.6,,
2005-11-28,1351.7,,
2005-11-29,1345.4,,
2005-11-30,1329.7,,
2005-12-01,1351.6,,
2005-12-02,1359.8,,
2005-12-05,1350.0,,
2005-12-06,1347.4,,
2005-12-07,1360.7,,
2005-12-08,1369.3,,
2005-12-09,1388.9,,
2005-12-12,1391.2,,
2005-12-13,1403.8,,
2005-12-14,1404.1,,
2005-12-15,1383.9,,
2005-12-16,1397.4,,
2005-12-19,1422.5,,
2005-12-20,1412.7,,
2005-12-21,1413.2,,
2005-12-22,1417.6,,
2005-12-23,1402.6,,
2005-12-26,1378.5,,
2005-12-27,1407.7,,
2005-12-28,1402.1,,
2005-12-29,1413.8,,
2005-12-30,1430.6,,
2006-01-02,1428.4,,
2006-01-03,1453.2,,
2006-01-04,1456.8,,
2006-01-05,1460.9,,
2006-01-06,1462.9,,
2006-01-09,1466.6,,
2006-01-10,1449.1,,
2006-01-12,1438.6,,
2006-01-13,1446.6,,
2006-01-16,1435.8,,
2006-01-17,1425.7,,
2006-01-18,1421.4,,
2006-01-19,1438.8,,
2006-01-20,1456.8,,
2006-01-23,1458.5,,
2006-01-24,1472.1,,
2006-01-25,1495.9,,
2006-01-27,1518.5,,
2006-01-30,1510.8,,
2006-01-31,1520.4,,
2006-02-01,1510.4,,
2006-02-02,1513.3,,
2006-02-03,1515.7,,
2006-02-06,1541.4,,
2006-02-07,1548.7,,
2006-02-08,1547.4,,
2006-02-10,1565.4,,
2006-02-13,1575.9,,
2006-02-14,1574.0,,
2006-02-15,1577.9,,
2006-02-16,1571.2,,
2006-02-17,1545.2,,
2006-02-20,1533.3,,
2006-02-21,1545.0,,
2006-02-22,1547.5,,
2006-02-23,1539.7,,
2006-02-24,1549.7,,
2006-02-27,1549.2,,
2006-02-28,1568.5,,
2006-03-01,1602.2,,
2006-03-02,1611.3,,
2006-03-03,1614.1,,
2006-03-06,1637.0,,
2006-03-07,1648.2,,
2006-03-08,1629.0,,
2006-03-09,1636.3,,
2006-03-10,1661.8,,
2006-03-13,1661.8,,
2006-03-14,1653.0,,
2006-03-16,1661.6,,
2006-03-17,1666.7,,
2006-03-20,1675.2,,
2006-03-21,1673.6,,
2006-03-22,1663.8,,
2006-03-23,1670.3,,
2006-03-24,1681.2,,
2006-03-27,1694.8,,
2006-03-28,1688.1,,
2006-03-29,1699.8,,
2006-03-30,1716.5,,
2006-03-31,1724.3,,
2006-04-03,1758.0,,
2006-04-04,1764.8,,
2006-04-05,1796.1,,
2006-04-07,1772.1,,
2006-04-10,1788.2,,
2006-04-12,1738.5,,
2006-04-13,1699.7,,
2006-04-17,1739.6,,
2006-04-18,1778.1,,
2006-04-19,1783.7,,
2006-04-20,1789.0,,
2006-04-21,1794.3,,
2006-04-24,1791.2,,
2006-04-25,1753.4,,
2006-04-26,1780.7,,
2006-04-27,1764.9,,
2006-04-28,1787.8,,
2006-04-29,1819.4,,
2006-05-02,1840.4,,
2006-05-03,1850.0,,
2006-05-04,1848.9,,
2006-05-05,1850.6,,
2006-05-08,1853.6,,
2006-05-09,1867.6,,
2006-05-10,1869.7,,
2006-05-11,1850.4,,
2006-05-12,1837.4,,
2006-05-15,1758.3,,
2006-05-16,1766.4,,
2006-05-17,1801.7,,
2006-05-18,1679.0,,
2006-05-19,1592.9,,
2006-05-22,1518.1,,
2006-05-23,1578.2,,
2006-05-24,1554.6,,
2006-05-25,1572.8,,
2006-05-26,1601.7,,
2006-05-29,1615.1,,
2006-05-30,1602.5,,
2006-05-31,1557.1,,
2006-06-01,1497.0,,
2006-06-02,1542.4,,
2006-06-05,1506.4,,
2006-06-06,1468.3,,
2006-06-07,1411.7,,
2006-06-08,1334.0,,
2006-06-09,1417.4,,
2006-06-12,1393.1,,
2006-06-13,1329.6,,
2006-06-14,1303.5,,
2006-06-15,1383.9,,
2006-06-16,1434.6,,
2006-06-19,1448.4,,
2006-06-20,1430.5,,
2006-06-21,1453.9,,
2006-06-22,1483.4,,
2006-06-23,1495.3,,
2006-06-25,1500.7,,
2006-06-26,1443.8,,
2006-06-27,1458.7,,
2006-06-28,1462.4,,
2006-06-29,1472.0,,
2006-06-30,1526.7,,
2006-07-03,1537.6,,
2006-07-04,1525.6,,
2006-07-05,1553.2,,
2006-07-06,1541.1,,
2006-07-07,1511.9,,
2006-07-10,1533.6,,
2006-07-11,1529.8,,
2006-07-12,1559.5,,
2006-07-13,1555.4,,
2006-07-14,1540.3,,
2006-07-17,1498.5,,
2006-07-18,1489.7,,
2006-07-19,1448.4,,
2006-07-20,1491.4,,
2006-07-21,1458.5,,
2006-07-24,1463.1,,
2006-07-25,1490.1,,
2006-07-26,1518.9,,
2006-07-27,1536.3,,
2006-07-28,1532.0,,
2006-07-31,1545.3,,
2006-08-01,1536.3,,
2006-08-02,1553.3,,
2006-08-03,1546.9,,
2006-08-04,1544.5,,
2006-08-07,1538.9,,
2006-08-08,1563.4,,
2006-08-09,1581.5,,
2006-08-10,1591.0,,
2006-08-11,1604.8,,
2006-08-14,1618.4,,
2006-08-16,1638.0,,
2006-08-17,1638.6,,
2006-08-18,1650.5,,
2006-08-21,1659.1,,
2006-08-22,1659.8,,
2006-08-23,1637.5,,
2006-08-24,1649.5,,
2006-08-25,1655.6,,
2006-08-28,1661.1,,
2006-08-29,1668.3,,
2006-08-30,1665.9,,
2006-08-31,1660.1,,
2006-09-01,1675.4,,
2006-09-04,1692.9,,
2006-09-05,1694.3,,
2006-09-06,1696.1,,
2006-09-07,1686.8,,
2006-09-08,1697.4,,
2006-09-11,1648.9,,
2006-09-12,1664.0,,
2006-09-13,1688.8,,
2006-09-14,1693.3,,
2006-09-15,1699.8,,
2006-09-18,1710.0,,
2006-09-19,1696.8,,
2006-09-20,1708.5,,
2006-09-21,1727.3,,
2006-09-22,1721.8,,
2006-09-25,1710.0,,
2006-09-26,1726.7,,
2006-09-27,1726.0,,
2006-09-28,1715.9,,
2006-09-29,1725.7,,
2006-10-03,1717.1,,
2006-10-04,1700.6,,
2006-10-05,1722.7,,
2006-10-06,1721.8,,
2006-10-09,1730.2,,
2006-10-10,1733.3,,
2006-10-11,1725.7,,
2006-10-12,1746.7,,
2006-10-13,1765.9,,
2006-10-16,1784.4,,
2006-10-17,1777.7,,
2006-10-18,1772.0,,
2006-10-19,1763.9,,
2006-10-20,1769.1,,
2006-10-21,1779.7,,
2006-10-23,1764.0,,
2006-10-26,1771.6,,
2006-10-27,1790.8,,
2006-10-30,1795.3,,
2006-10-31,1800.5,,
2006-11-01,1808.2,,
2006-11-02,1816.6,,
2006-11-03,1816.3,,
2006-11-06,1822.5,,
2006-11-07,1819.3,,
2006-11-08,1809.3,,
2006-11-09,1819.0,,
2006-11-10,1830.6,,
2006-11-13,1843.3,,
2006-11-14,1845.1,,
2006-11-15,1842.0,,
2006-11-16,1838.4,,
2006-11-17,1819.7,,
2006-11-20,1813.8,,
2006-11-21,1842.0,,
2006-11-22,1864.2,,
2006-11-23,1859.1,,
2006-11-24,1858.7,,
2006-11-27,1863.5,,
2006-11-28,1846.2,,
2006-11-29,1852.2,,
2006-11-30,1861.2,,
2006-12-01,1886.1,,
2006-12-04,1896.1,,
2006-12-05,1900.7,,
2006-12-06,1892.6,,
2006-12-07,1890.5,,
2006-12-08,1866.3,,
2006-12-11,1829.5,,
2006-12-12,1764.3,,
2006-12-13,1791.6,,
2006-12-14,1827.2,,
2006-12-15,1844.5,,
2006-12-18,1851.2,,
2006-12-19,1810.5,,
2006-12-20,1799.4,,
2006-12-21,1809.9,,
2006-12-22,1828.8,,
2006-12-26,1860.2,,
2006-12-27,1876.9,,
2006-12-28,1874.0,,
2006-12-29,1882.3,,
2007-01-02,1906.2,,
2007-01-03,1916.3,,
2007-01-04,1901.7,,
2007-01-05,1892.9,,
2007-01-08,1866.2,,
2007-01-09,1854.4,,
2007-01-10,1836.9,,
2007-01-11,1873.0,,
2007-01-12,1909.7,,
2007-01-15,1930.5,,
2007-01-16,1933.4,,
2007-01-17,1936.4,,
2007-01-18,1955.3,,
2007-01-19,1939.2,,
2007-01-22,1941.3,,
2007-01-23,1922.6,,
2007-01-24,1922.9,,
2007-01-25,1939.2,,
2007-01-29,1932.3,,
2007-01-31,1913.4,,
2007-02-01,1930.4,,
2007-02-02,1948.9,,
2007-02-05,1961.3,,
2007-02-06,1966.7,,
2007-02-07,1983.9,,
2007-02-08,1981.1,,
2007-02-09,1958.4,,
2007-02-12,1911.5,,
2007-02-13,1896.7,,
2007-02-14,1901.3,,
2007-02-15,1956.5,,
2007-02-19,1962.3,,
2007-02-20,1943.4,,
2007-02-21,1934.6,,
2007-02-22,1902.0,,
2007-02-23,1859.7,,
2007-02-26,1863.4,,
2007-02-27,1851.6,,
2007-02-28,1798.9,,
2007-03-01,1815.7,,
2007-03-02,1776.0,,
2007-03-05,1710.2,,
2007-03-06,1736.6,,
2007-03-07,1725.1,,
2007-03-08,1775.6,,
2007-03-09,1764.0,,
2007-03-12,1777.0,,
2007-03-13,1794.8,,
2007-03-14,1745.0,,
2007-03-15,1750.6,,
2007-03-16,1731.4,,
2007-03-19,1756.1,,
2007-03-20,1766.7,,
2007-03-21,1788.9,,
2007-03-22,1830.3,,
2007-03-23,1831.7,,
2007-03-26,1817.4,,
2007-03-28,1789.8,,
2007-03-29,1804.9,,
2007-03-30,1829.7,,
2007-04-02,1754.5,,
2007-04-03,1774.7,,
2007-04-04,1792.8,,
2007-04-05,1800.1,,
2007-04-09,1836.9,,
2007-04-10,1842.7,,
2007-04-11,1846.3,,
2007-04-12,1840.1,,
2007-04-13,1882.4,,
2007-04-16,1915.2,,
2007-04-17,1896.9,,
2007-04-18,1906.1,,
2007-04-19,1899.8,,
2007-04-20,1919.9,,
2007-04-23,1917.5,,
2007-04-24,1929.1,,
2007-04-25,1943.5,,
2007-04-26,1950.0,,
2007-04-27,1924.6,,
2007-04-30,1937.8,,
2007-05-03,1959.7,,
2007-05-04,1954.6,,
2007-05-07,1950.9,,
2007-05-08,1936.7,,
2007-05-09,1928.9,,
2007-05-10,1921.0,,
2007-05-11,1911.3,,
2007-05-14,1930.6,,
2007-05-15,1928.8,,
2007-05-16,1937.5,,
2007-05-17,1946.9,,
2007-05-18,1950.4,,
2007-05-21,1962.5,,
2007-05-22,1967.8,,
2007-05-23,1964.7,,
2007-05-24,1967.4,,
2007-05-25,1972.2,,
2007-05-28,1990.9,,
2007-05-29,2021.2,,
2007-05-30,2003.9,,
2007-05-31,2020.6,,
2007-06-01,2036.3,,
2007-06-04,2018.6,,
2007-06-05,2018.2,,
2007-06-06,1989.7,,
2007-06-07,1976.6,,
2007-06-08,1962.1,,
2007-06-11,1965.6,,
2007-06-12,1971.7,,
2007-06-13,1960.7,,
2007-06-14,1985.7,,
2007-06-15,1983.3,,
2007-06-18,1973.1,,
2007-06-19,1989.0,,
2007-06-20,1996.3,,
2007-06-21,2004.4,,
2007-06-22,2005.4,,
2007-06-25,2004.0,,
2007-06-26,2015.0,,
2007-06-27,2003.1,,
2007-06-28,2017.2,,
2007-06-29,2033.9,,
2007-07-02,2037.7,,
2007-07-03,2053.9,,
2007-07-04,2056.4,,
2007-07-05,2056.5,,
2007-07-06,2074.4,,
2007-07-09,2079.3,,
2007-07-10,2073.4,,
2007-07-11,2062.9,,
2007-07-12,2080.6,,
2007-07-13,2094.3,,
2007-07-16,2088.9,,
2007-07-17,2081.4,,
2007-07-18,2082.2,,
2007-07-19,2103.3,,
2007-07-20,2095.5,,
2007-07-23,2123.9,,
2007-07-24,2122.0,,
2007-07-25,2106.0,,
2007-07-26,2119.0,,
2007-07-27,2059.7,,
2007-07-30,2056.7,,
2007-07-31,2101.0,,
2007-08-01,2019.6,,
2007-08-02,2025.2,,
2007-08-03,2045.0,,
2007-08-06,2027.5,,
2007-08-07,2039.6,,
2007-08-08,2082.4,,
2007-08-09,2054.1,,
2007-08-10,2035.0,,
2007-08-13,2048.0,,
2007-08-14,2044.6,,
2007-08-16,1975.6,,
2007-08-17,1941.2,,
2007-08-20,1970.6,,
2007-08-21,1917.3,,
2007-08-22,1940.6,,
2007-08-23,1931.6,,
2007-08-24,1964.3,,
2007-08-27,2007.1,,
2007-08-28,2016.9,,
2007-08-29,2017.1,,
2007-08-30,2041.1,,
2007-08-31,2060.5,,
2007-09-03,2076.8,,
2007-09-04,2087.3,,
2007-09-05,2088.9,,
2007-09-06,2104.6,,
2007-09-07,2103.8,,
2007-09-10,2102.3,,
2007-09-11,2094.7,,
2007-09-12,2086.7,,
2007-09-13,2097.4,,
2007-09-14,2087.3,,
2007-09-17,2080.6,,
2007-09-18,2095.0,,
2007-09-19,2139.8,,
2007-09-20,2150.8,,
2007-09-21,2169.0,,
2007-09-24,2183.0,,
2007-09-25,2192.3,,
2007-09-26,2192.7,,
2007-09-27,2202.2,,
2007-09-28,2223.8,,
2007-10-01,2237.0,,
2007-10-03,2282.9,,
2007-10-04,2281.7,,
2007-10-05,2277.7,,
2007-10-08,2233.2,,
2007-10-09,2300.4,,
2007-10-10,2337.9,,
2007-10-11,2368.5,,
2007-10-12,2337.2,,
2007-10-15,2412.9,,
2007-10-16,2419.6,,
2007-10-17,2381.9,,
2007-10-18,2313.9,,
2007-10-19,2251.2,,
2007-10-22,2241.9,,
2007-10-23,2335.6,,
2007-10-24,2344.8,,
2007-10-25,2371.6,,
2007-10-26,2422.6,,
2007-10-29,2479.4,,
2007-10-30,2460.3,,
2007-10-31,2467.5,,
2007-11-01,2451.1,,
2007-11-02,2460.0,,
2007-11-05,2428.1,,
2007-11-06,2407.7,,
2007-11-07,2404.7,,
2007-11-08,2379.3,,
2007-11-09,2374.7,,
2007-11-12,2350.9,,
2007-11-13,2373.5,,
2007-11-14,2448.2,,
2007-11-15,2452.3,,
2007-11-16,2450.0,,
2007-11-19,2476.1,,
2007-11-20,2433.6,,
2007-11-21,2342.5,,
2007-11-22,2315.3,,
2007-11-23,2337.4,,
2007-11-26,2389.4,,
2007-11-27,2388.5,,
2007-11-28,2373.9,,
2007-11-29,2353.9,,
2007-11-30,2396.3,,
2007-12-03,2431.5,,
2007-12-04,2453.3,,
2007-12-05,2481.8,,
2007-12-06,2476.5,,
2007-12-07,2474.3,,
2007-12-10,2463.3,,
2007-12-11,2496.5,,
2007-12-12,2531.6,,
2007-12-13,2517.7,,
2007-12-14,2539.1,,
2007-12-17,2435.6,,
2007-12-18,2418.4,,
2007-12-19,2424.7,,
2007-12-20,2421.4,,
2007-12-24,2481.4,,
2007-12-26,2511.7,,
2007-12-27,2510.6,,
2007-12-28,2541.4,,
2007-12-31,2557.6,,
2008-01-01,2569.5,,
2008-01-02,2569.3,,
2008-01-03,2548.9,,
2008-01-04,2571.5,,
2008-01-07,2572.1,,
2008-01-08,2556.7,,
2008-01-09,2540.2,,
2008-01-10,2479.9,,
2008-01-11,2464.4,,
2008-01-14,2453.5,,
2008-01-15,2416.2,,
2008-01-16,2378.7,,
2008-01-17,2389.1,,
2008-01-18,2310.8,,
2008-01-21,2106.4,,
2008-01-22,1994.5,,
2008-01-23,2117.6,,
2008-01-24,2049.7,,
2008-01-25,2171.0,,
2008-01-28,2130.0,,
2008-01-29,2130.5,,
2008-01-30,2106.7,,
2008-01-31,2106.5,,
2008-02-01,2147.2,,
2008-02-04,2210.6,,
2008-02-05,2211.3,,
2008-02-06,2154.9,,
2008-02-07,2089.3,,
2008-02-08,2092.1,,
2008-02-11,2005.5,,
2008-02-12,1993.8,,
2008-02-13,2010.3,,
2008-02-14,2091.3,,
2008-02-15,2118.7,,
2008-02-18,2127.2,,
2008-02-19,2144.8,,
2008-02-20,2108.4,,
2008-02-21,2127.5,,
2008-02-22,2121.8,,
2008-02-25,2147.1,,
2008-02-26,2174.3,,
2008-02-27,2182.6,,
2008-02-28,2192.4,,
2008-02-29,2177.0,,
2008-03-03,2118.1,,
2008-03-04,2085.2,,
2008-03-05,2088.8,,
2008-03-07,2045.0,,
2008-03-10,2039.6,,
2008-03-11,2072.9,,
2008-03-12,2078.4,,
2008-03-13,1991.7,,
2008-03-14,2014.4,,
2008-03-17,1902.7,,
2008-03-18,1921.1,,
2008-03-19,1942.1,,
2008-03-24,1953.8,,
2008-03-25,2040.4,,
2008-03-26,2034.0,,
2008-03-27,2034.6,,
