Date,Close,OPEN,High,Low
1996-11-04,1000.0,,,
1996-11-05,991.0,,,
1996-11-06,988.15,,,
1996-11-07,997.06,,,
1996-11-08,1004.0,,,
1996-11-10,1003.9,,,
1996-11-11,1004.0,,,
1996-11-13,1008.9,,,
1996-11-14,1007.3,,,
1996-11-15,1008.7,,,
1996-11-18,1011.6,,,
1996-11-19,1007.2,,,
1996-11-20,1001.0,,,
1996-11-21,993.9,,,
1996-11-22,986.57,,,
1996-11-25,982.21,,,
1996-11-26,984.97,,,
1996-11-27,971.78,,,
1996-11-28,966.96,,,
1996-11-29,960.45,,,
1996-12-02,946.53,,,
1996-12-03,933.45,,,
1996-12-04,912.89,,,
1996-12-05,924.51,,,
1996-12-06,928.39,,,
1996-12-09,929.41,,,
1996-12-10,929.32,,,
1996-12-11,955.96,,,
1996-12-12,950.23,,,
1996-12-13,947.55,,,
1996-12-16,964.75,,,
1996-12-17,961.39,,,
1996-12-18,978.01,,,
1996-12-19,979.7,,,
1996-12-20,999.54,,,
1996-12-23,1006.0,,,
1996-12-24,1006.0,,,
1996-12-26,1040.6,,,
1996-12-31,1035.0,,,
1997-01-01,1077.8,,,
1997-01-02,1074.1,,,
1997-01-03,1067.0,,,
1997-01-06,1065.3,,,
1997-01-07,1059.0,,,
1997-01-08,1084.2,,,
1997-01-09,1089.5,,,
1997-01-10,1113.1,,,
1997-01-13,1120.1,,,
1997-01-14,1123.1,,,
1997-01-15,1176.9,,,
1997-01-16,1142.5,,,
1997-01-17,1122.9,,,
1997-01-20,1096.8,,,
1997-01-21,1072.0,,,
1997-01-22,1096.7,,,
1997-01-24,1085.0,,,
1997-01-27,1095.5,,,
1997-01-28,1097.3,,,
1997-01-29,1099.6,,,
1997-01-30,1089.5,,,
1997-01-31,1067.8,,,
1997-02-03,1045.8,,,
1997-02-04,1041.9,,,
1997-02-05,1055.3,,,
1997-02-06,1055.4,,,
1997-02-07,1061.2,,,
1997-02-10,1061.6,,,
1997-02-11,1065.1,,,
1997-02-12,1071.8,,,
1997-02-13,1073.7,,,
1997-02-14,1075.2,,,
1997-02-17,1081.4,,,
1997-02-18,1068.4,,,
1997-02-19,1073.1,,,
1997-02-20,1064.2,,,
1997-02-21,1050.4,,,
1997-02-24,1027.1,,,
1997-02-25,1023.2,,,
1997-02-26,1029.4,,,
1997-02-27,1052.7,,,
1997-02-28,1053.1,,,
1997-03-01,1141.1,,,
1997-03-03,1170.5,,,
1997-03-04,1166.4,,,
1997-03-05,1187.6,,,
1997-03-06,1172.9,,,
1997-03-10,1119.9,,,
1997-03-11,1095.4,,,
1997-03-12,1114.0,,,
1997-03-13,1107.0,,,
1997-03-14,1105.3,,,
1997-03-17,1097.9,,,
1997-03-18,1098.0,,,
1997-03-19,1096.8,,,
1997-03-20,1095.5,,,
1997-03-21,1099.6,,,
1997-03-25,1100.4,,,
1997-03-26,1101.8,,,
1997-03-27,1102.9,,,
1997-03-31,1032.9,,,
1997-04-01,1036.3,,,
1997-04-02,1068.3,,,
1997-04-03,1077.0,,,
1997-04-04,1072.9,,,
1997-04-07,1059.0,,,
1997-04-09,1088.6,,,
1997-04-10,1070.3,,,
1997-04-11,1067.7,,,
1997-04-12,1063.3,,,
1997-04-15,1062.8,,,
1997-04-17,1075.4,,,
1997-04-21,1092.1,,,
1997-04-22,1087.8,,,
1997-04-23,1094.6,,,
1997-04-24,1091.2,,,
1997-04-25,1090.6,,,
1997-04-28,1094.1,,,
1997-04-29,1086.3,,,
1997-04-30,1104.6,,,
1997-05-02,1101.8,,,
1997-05-05,1087.7,,,
1997-05-06,1088.0,,,
1997-05-07,1105.1,,,
1997-05-08,1125.5,,,
1997-05-09,1128.8,,,
1997-05-12,1126.2,,,
1997-05-13,1122.3,,,
1997-05-14,1139.3,,,
1997-05-15,1139.9,,,
1997-05-16,1136.5,,,
1997-05-19,1139.6,,,
1997-05-20,1133.9,,,
1997-05-21,1125.4,,,
1997-05-22,1113.8,,,
1997-05-23,1111.7,,,
1997-05-26,1104.6,,,
1997-05-27,1095.1,,,
1997-05-28,1096.4,,,
1997-05-29,1102.9,,,
1997-05-30,1116.1,,,
1997-06-02,1118.4,,,
1997-06-03,1116.9,,,
1997-06-04,1127.1,,,
1997-06-05,1133.3,,,
1997-06-06,1132.3,,,
1997-06-09,1133.3,,,
1997-06-10,1135.5,,,
1997-06-11,1159.9,,,
1997-06-12,1171.9,,,
1997-06-13,1181.5,,,
1997-06-16,1166.0,,,
1997-06-17,1168.9,,,
1997-06-18,1187.5,,,
1997-06-19,1192.0,,,
1997-06-20,1191.6,,,
1997-06-23,1185.5,,,
1997-06-24,1175.3,,,
1997-06-25,1171.6,,,
1997-06-26,1169.0,,,
1997-06-27,1159.4,,,
1997-06-30,1163.9,,,
1997-07-01,1174.7,,,
1997-07-02,1197.8,,,
1997-07-03,1192.4,,,
1997-07-04,1205.2,,,
1997-07-07,1230.1,,,
1997-07-08,1245.8,,,
1997-07-09,1298.6,,,
1997-07-10,1314.2,,,
1997-07-11,1305.4,,,
1997-07-14,1271.0,,,
1997-07-15,1266.4,,,
1997-07-16,1278.8,,,
1997-07-17,1284.4,,,
1997-07-21,1268.6,,,
