Date,Open,High,Low,Close,SharesTraded,Turnover
2005-04-01,,,,1000.0,,
2005-04-04,,,,1003.19,,
2005-04-05,,,,995.92,,
2005-04-06,,,,1003.41,,
2005-04-07,,,,999.44,,
2005-04-08,,,,983.22,,
2005-04-11,,,,970.46,,
2005-04-12,,,,980.7,,
2005-04-13,,,,980.36,,
2005-04-15,,,,944.97,,
2005-04-18,,,,935.4,,
2005-04-19,,,,929.86,,
2005-04-20,,,,932.6,,
2005-04-21,,,,944.16,,
2005-04-22,,,,966.67,,
2005-04-25,,,,972.51,,
2005-04-26,,,,963.62,,
2005-04-27,,,,948.23,,
2005-04-28,,,,953.19,,
2005-04-29,,,,939.64,,
2005-05-02,,,,942.05,,
2005-05-03,,,,943.92,,
2005-05-04,,,,953.68,,
2005-05-05,,,,965.64,,
2005-05-06,,,,970.96,,
2005-05-09,,,,984.76,,
2005-05-10,,,,984.71,,
2005-05-11,,,,980.54,,
2005-05-12,,,,983.91,,
2005-05-13,,,,981.9,,
2005-05-16,,,,995.28,,
2005-05-17,,,,986.32,,
2005-05-18,,,,984.19,,
2005-05-19,,,,993.77,,
2005-05-20,,,,993.93,,
2005-05-23,,,,1005.67,,
2005-05-24,,,,1006.84,,
2005-05-25,,,,1010.57,,
2005-05-26,,,,1020.55,,
2005-05-27,,,,1018.71,,
2005-05-30,,,,1011.12,,
2005-05-31,,,,1021.45,,
2005-06-01,,,,1018.7,,
2005-06-02,,,,1011.02,,
2005-06-03,,,,1026.69,,
2005-06-04,,,,1028.65,,
2005-06-06,,,,1028.56,,
2005-06-07,,,,1039.01,,
2005-06-08,,,,1045.94,,
2005-06-09,,,,1040.35,,
2005-06-10,,,,1040.58,,
2005-06-13,,,,1045.84,,
2005-06-14,,,,1049.48,,
2005-06-15,,,,1058.5,,
2005-06-16,,,,1045.45,,
2005-06-17,,,,1042.89,,
2005-06-20,,,,1051.27,,
2005-06-21,,,,1058.02,,
2005-06-22,,,,1059.84,,
2005-06-23,,,,1056.75,,
2005-06-24,,,,1057.5,,
2005-06-27,,,,1049.63,,
2005-06-28,,,,1035.61,,
2005-06-29,,,,1043.62,,
2005-06-30,,,,1055.3,,
2005-07-01,,,,1065.95,,
2005-07-04,,,,1093.37,,
2005-07-05,,,,1073.69,,
2005-07-06,,,,1090.11,,
2005-07-07,,,,1076.68,,
2005-07-08,,,,1096.6,,
2005-07-11,,,,1106.77,,
2005-07-12,,,,1116.72,,
2005-07-13,,,,1118.64,,
2005-07-14,,,,1093.13,,
2005-07-15,,,,1114.72,,
2005-07-18,,,,1133.34,,
2005-07-19,,,,1148.18,,
2005-07-20,,,,1158.05,,
2005-07-21,,,,1155.51,,
2005-07-22,,,,1172.04,,
2005-07-25,,,,1171.97,,
2005-07-26,,,,1166.56,,
2005-07-27,,,,1176.61,,
2005-07-29,,,,1168.47,,
2005-08-01,,,,1161.12,,
2005-08-02,,,,1181.76,,
2005-08-03,,,,1190.7,,
2005-08-04,,,,1200.6,,
2005-08-05,,,,1196.43,,
2005-08-08,,,,1183.64,,
2005-08-09,,,,1181.45,,
2005-08-10,,,,1209.69,,
2005-08-11,,,,1218.03,,
2005-08-12,,,,1205.27,,
2005-08-16,,,,1205.65,,
2005-08-17,,,,1217.75,,
2005-08-18,,,,1215.22,,
2005-08-19,,,,1215.33,,
2005-08-22,,,,1207.13,,
2005-08-23,,,,1178.98,,
2005-08-24,,,,1166.13,,
2005-08-25,,,,1187.33,,
2005-08-26,,,,1199.89,,
2005-08-29,,,,1207.25,,
2005-08-30,,,,1224.24,,
2005-08-31,,,,1236.21,,
2005-09-01,,,,1241.49,,
2005-09-02,,,,1243.23,,
2005-09-05,,,,1240.64,,
2005-09-06,,,,1241.83,,
2005-09-08,,,,1257.29,,
2005-09-09,,,,1246.55,,
2005-09-12,,,,1258.32,,
2005-09-13,,,,1268.05,,
2005-09-14,,,,1257.33,,
2005-09-15,,,,1280.0,,
2005-09-16,,,,1289.79,,
2005-09-19,,,,1291.49,,
2005-09-20,,,,1295.37,,
2005-09-21,,,,1267.26,,
2005-09-22,,,,1191.77,,
2005-09-23,,,,1198.23,,
2005-09-26,,,,1243.08,,
2005-09-27,,,,1244.44,,
2005-09-28,,,,1253.62,,
2005-09-29,,,,1250.38,,
2005-09-30,,,,1257.04,,
2005-10-03,,,,1278.47,,
2005-10-04,,,,1304.12,,
2005-10-05,,,,1295.34,,
2005-10-06,,,,1269.07,,
2005-10-07,,,,1261.81,,
2005-10-10,,,,1267.51,,
2005-10-11,,,,1269.68,,
2005-10-13,,,,1245.01,,
2005-10-14,,,,1220.46,,
2005-10-17,,,,1206.72,,
2005-10-18,,,,1197.79,,
2005-10-19,,,,1175.59,,
2005-10-20,,,,1179.47,,
2005-10-21,,,,1205.47,,
2005-10-24,,,,1192.26,,
2005-10-25,,,,1205.47,,
2005-10-26,,,,1194.25,,
2005-10-27,,,,1149.45,,
2005-10-28,,,,1129.24,,
2005-10-31,,,,1152.29,,
2005-11-01,,,,1164.04,,
2005-11-02,,,,1189.49,,
2005-11-07,,,,1209.55,,
2005-11-08,,,,1224.49,,
2005-11-09,,,,1222.16,,
2005-11-10,,,,1230.94,,
2005-11-11,,,,1254.49,,
2005-11-14,,,,1258.71,,
2005-11-16,,,,1272.32,,
2005-11-17,,,,1277.64,,
2005-11-18,,,,1282.4,,
2005-11-21,,,,1268.75,,
2005-11-22,,,,1258.53,,
2005-11-23,,,,1266.88,,
2005-11-24,,,,1275.15,,
2005-11-25,,,,1302.39,,
2005-11-26,,,,1315.82,,
2005-11-28,,,,1323.82,,
2005-11-29,,,,1321.37,,
2005-11-30,,,,1294.42,,
2005-12-01,,,,1316.65,,
2005-12-02,,,,1320.25,,
2005-12-05,,,,1309.42,,
2005-12-06,,,,1308.39,,
2005-12-07,,,,1322.19,,
2005-12-08,,,,1336.59,,
2005-12-09,,,,1366.38,,
2005-12-12,,,,1361.39,,
2005-12-13,,,,1371.57,,
2005-12-14,,,,1369.79,,
2005-12-15,,,,1366.51,,
2005-12-16,,,,1384.91,,
2005-12-19,,,,1404.32,,
2005-12-20,,,,1395.63,,
2005-12-21,,,,1396.16,,
2005-12-22,,,,1394.13,,
2005-12-23,,,,1381.56,,
2005-12-26,,,,1338.88,,
2005-12-27,,,,1376.01,,
2005-12-28,,,,1372.89,,
2005-12-29,,,,1383.0,,
2005-12-30,,,,1396.92,,
2006-01-02,,,,1397.79,,
2006-01-03,,,,1419.79,,
2006-01-04,,,,1428.3,,
2006-01-05,,,,1422.35,,
2006-01-06,,,,1431.61,,
2006-01-09,,,,1428.87,,
2006-01-10,,,,1410.31,,
2006-01-12,,,,1405.0,,
2006-01-13,,,,1405.59,,
2006-01-16,,,,1384.29,,
2006-01-17,,,,1366.54,,
2006-01-18,,,,1369.06,,
2006-01-19,,,,1413.48,,
2006-01-20,,,,1427.13,,
2006-01-23,,,,1414.81,,
2006-01-24,,,,1427.91,,
2006-01-25,,,,1440.4,,
2006-01-27,,,,1452.43,,
2006-01-30,,,,1437.28,,
2006-01-31,,,,1444.11,,
2006-02-01,,,,1421.74,,
2006-02-02,,,,1419.82,,
