Date,Close,
1995-12-01,1000.27,
1996-01-01,994.20,
1996-02-01,1047.63,
1996-03-01,1038.29,
1996-04-01,1034.46,
1996-05-01,1054.91,
1996-06-01,1065.83,
1996-07-01,1024.91,
1996-08-01,1052.52,
1996-09-01,1068.50,
1996-10-01,1107.07,
1996-11-01,1158.87,
1996-12-01,1170.81,
1997-01-01,1203.20,
1997-02-01,1249.79,
1997-03-01,1236.94,
1997-04-01,1191.37,
1997-05-01,1300.03,
1997-06-01,1365.74,
1997-07-01,1440.31,
1997-08-01,1440.66,
1997-09-01,1452.24,
1997-10-01,1470.50,
1997-11-01,1452.48,
1997-12-01,1490.60,
1998-01-01,1489.37,
1998-02-01,1579.78,
1998-03-01,1658.63,
1998-04-01,1709.95,
1998-05-01,1701.00,
1998-06-01,1698.87,
1998-07-01,1770.56,
1998-08-01,1643.07,
1998-09-01,1558.63,
1998-10-01,1572.85,
1998-11-01,1743.41,
1998-12-01,1814.01,
1999-01-01,1898.89,
1999-02-01,1893.25,
1999-03-01,1940.63,
1999-04-01,2006.44,
1999-05-01,2002.40,
1999-06-01,1988.09,
1999-07-01,2069.71,
1999-08-01,1984.76,
1999-09-01,1961.44,
1999-10-01,1930.97,
1999-11-01,2064.89,
1999-12-01,2120.83,
2000-01-01,2109.97,
2000-02-01,2043.52,
2000-03-01,2104.65,
2000-04-01,2131.35,
2000-05-01,2066.39,
2000-06-01,2118.62,
2000-07-01,2129.67,
2000-08-01,2147.69,
2000-09-01,2111.52,
2000-10-01,1996.01,
2000-11-01,1977.50,
2000-12-01,1911.00,
2001-01-01,1905.70,
2001-02-01,1855.65,
2001-03-01,1681.43,
2001-04-01,1680.41,
2001-05-01,1786.06,
2001-06-01,1738.62,
2001-07-01,1695.29,
2001-08-01,1658.77,
2001-09-01,1463.76,
2001-10-01,1513.62,
2001-11-01,1590.95,
2001-12-01,1618.81,
2002-01-01,1608.50,
2002-02-01,1546.61,
2002-03-01,1612.18,
2002-04-01,1545.05,
2002-05-01,1499.64,
2002-06-01,1408.22,
2002-07-01,1253.46,
2002-08-01,1261.69,
2002-09-01,1197.84,
2002-10-01,1177.70,
2002-11-01,1253.90,
2002-12-01,1241.83,
2003-01-01,1231.77,
2003-02-01,1142.11,
2003-03-01,1148.31,
2003-04-01,1209.80,
2003-05-01,1274.31,
2003-06-01,1343.70,
2003-07-01,1348.41,
2003-08-01,1339.22,
2003-09-01,1375.23,
2003-10-01,1402.77,
2003-11-01,1421.69,
2003-12-01,1464.91,
2004-01-01,1527.77,
2004-02-01,1534.11,
2004-03-01,1498.45,
2004-04-01,1506.14,
2004-05-01,1456.97,
2004-06-01,1491.85,
2004-07-01,1458.71,
2004-08-01,1435.65,
2004-09-01,1470.41,
2004-10-01,1462.12,
2004-11-01,1529.02,
2004-12-01,1574.38,
2005-01-01,1547.76,
2005-02-01,1562.62,
2005-03-01,1544.38,
2005-04-01,1494.94,
2005-05-01,1514.28,
2005-06-01,1544.29,
2005-07-01,1562.74,
2005-08-01,1557.36,
2005-09-01,1540.64,
2005-10-01,1494.95,
2005-11-01,1564.47,
2005-12-01,1602.18,
2006-01-01,1611.05,
2006-02-01,1605.20,
2006-03-01,1617.73,
2006-04-01,1614.53,
2006-05-01,1591.56,
2006-06-01,1543.06,
2006-07-01,1547.19,
2006-08-01,1577.12,
2006-09-01,1622.56,
2006-10-01,1687.91,
2006-11-01,1721.74,
2006-12-01,1753.58,
2007-01-01,1757.79,
2007-02-01,1773.78,
2007-03-01,1711.72,
2007-04-01,1769.20,
2007-05-01,1815.52,
2007-06-01,1815.67,
2007-07-01,1823.95,
2007-08-01,1747.89,
2007-09-01,1794.01,
2007-10-01,1841.05,
2007-11-01,1739.52,
2007-12-01,1759.52,
2008-01-01,1631.91,
2008-02-01,1598.99,
2008-03-01,1540.87,
2008-04-01,1593.83,
2008-05-01,1618.29,
2008-06-01,1531.39,
2008-07-01,1428.08,
2008-08-01,1461.33,
2008-09-01,1389.68,
2008-10-01,1117.59,
2008-11-01,1038.55,
2008-12-01,1042.89,
2009-01-01,1024.20,
2009-02-01,948.08,
2009-03-01,889.28,
2009-04-01,993.71,
2009-05-01,1054.23,
2009-06-01,1072.72,
2009-07-01,1085.67,
2009-08-01,1168.80,
2009-09-01,1208.35,
2009-10-01,1233.89,
2009-11-01,1256.59,
2009-12-01,1284.62,
2010-01-01,1295.46,
2010-02-01,1255.47,
2010-03-01,1322.53,
2010-04-01,1372.11,
2010-05-01,1288.31,
2010-06-01,1241.77,
2010-07-01,1237.43,
2010-08-01,1244.28,
2010-09-01,1283.36,
2010-10-01,1338.31,
2010-11-01,1368.93,
2010-12-01,1415.18,
2011-01-01,1455.09,
2011-02-01,1491.41,
2011-03-01,1458.42,
2011-04-01,1479.10,
2011-05-01,1479.69,
2011-06-01,1424.81,
2011-07-01,1465.46,
2011-08-01,1307.17,
2011-09-01,1292.60,
2011-10-01,1332.06,
2011-11-01,1354.39,
2011-12-01,1376.45,
2012-01-01,1433.53,
2012-02-01,1484.21,
2012-03-01,1513.05,
2012-04-01,1505.44,
2012-05-01,1458.12,
2012-06-01,1440.89,
2012-07-01,1482.83,
2012-08-01,1521.98,
2012-09-01,1558.37,
2012-10-01,1552.93,
2012-11-01,1513.32,
2012-12-01,1547.63,
2013-01-01,1606.12,
2013-02-01,1627.41,
2013-03-01,1664.51,
2013-04-01,1687.59,
2013-05-01,1758.74,
2013-06-01,1731.99,
2013-07-01,1784.69,
2013-08-01,1784.05,
2013-09-01,1800.20,
2013-10-01,1840.00,
2013-11-01,1911.84,
2013-12-01,1937.99,
2014-01-01,1946.38,
2014-02-01,1933.55,
2014-03-01,1970.32,
2014-04-01,1964.63,
2014-05-01,1984.58,
2014-06-01,2040.98,
2014-07-01,2069.05,
2014-08-01,2060.36,
2014-09-01,2092.08,
2014-10-01,2038.46,
2014-11-01,2163.05,
2014-12-01,2185.70,
2015-01-01,2168.15,
2015-02-01,2216.27,
2015-03-01,2200.82,
2015-04-01,2212.06,
2015-05-01,2218.78,
2015-06-01,2197.79,
2015-07-01,2192.26,
2015-08-01,2138.47,
2015-09-01,2041.58,
2015-10-01,2126.95,
2015-11-01,2190.20,
2015-12-01,2169.67,
2016-01-01,2023.23,
2016-02-01,2006.62,
2016-03-01,2121.32,
2016-04-01,2167.27,
2016-05-01,2148.15,
2016-06-01,2160.13,
2016-07-01,2231.13,
2016-08-01,2251.95,
2016-09-01,2232.83,
2016-10-01,2214.89,
2016-11-01,2241.08,
2016-12-01,2324.83,
2017-01-01,2340.67,
2017-02-01,2389.52,
2017-03-01,2425.40,
2017-04-01,2410.56,
2017-05-01,2445.29,
2017-06-01,2482.48,
2017-07-01,2504.72,
2017-08-01,2499.40,
2017-09-01,2523.31,
2017-10-01,2589.89,
2017-11-01,2626.90,
2017-12-01,2700.13,
2018-01-01,2823.81,
2018-02-01,2713.83,
2018-03-01,2640.87,
2018-04-01,2648.05,
2018-05-01,2705.27,
2018-06-01,2718.37,
2018-07-01,2816.29,
2018-08-01,2901.52,
2018-09-01,2913.98,
2018-10-01,2711.74,
2018-11-01,2760.17,
2018-12-01,2506.85,
2019-01-01,2704.10,
2019-02-01,2784.49,
2019-03-01,2834.40,
2019-04-01,2945.83,
2019-05-01,2752.06,
2019-06-01,2941.76,
2019-07-01,2980.38,
2019-08-01,2926.46,
2019-09-01,2976.74,
2019-10-01,3037.56,
2019-11-01,3140.98,
2019-12-01,3230.78,
2020-01-01,3225.52,
2020-02-01,2954.22,
2020-03-01,2584.59,
2020-04-01,2912.43,
2020-05-01,3044.31,
2020-06-01,3100.29,
2020-07-01,3271.12,
2020-08-01,3500.31,
2020-09-01,3363.00,
2020-10-01,3269.96,
2020-11-01,3621.63,
2020-12-01,3756.07,
2021-01-01,3714.24,
2021-02-01,3811.15,
2021-03-01,3972.89,
2021-04-01,4181.17,
2021-05-01,4204.11,
2021-06-01,4297.50,
2021-07-01,4395.26,
2021-08-01,4522.68,
2021-09-01,4307.54,
2021-10-01,4605.38,
2021-11-01,4567.00,
2021-12-01,4766.18,
2022-01-01,4515.55,
2022-02-01,4373.94,
2022-03-01,4530.41,
2022-04-01,4131.93,
2022-05-01,4132.15,
2022-06-01,3785.38,
2022-07-01,4130.29,
2022-08-01,3955.00,
2022-09-01,3585.62,
2022-10-01,3871.98,
2022-11-01,4080.11,
2022-12-01,3839.50,
2023-01-01,4076.60,
2023-02-01,3970.15,
2023-03-01,4109.31,
2023-04-01,4169.48,
2023-05-01,4179.83,
2023-06-01,4450.38,
2023-07-01,4534.87,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
